,unique_identifier,PaperId,Doi
7414,10.1177/1470320317740240,2791723586,10.1177/1470320317740240
7415,10.1177/1474022216636517,2318113430,10.1177/1474022216636517
7416,10.1177/147470491201000206,2219691373,10.1177/147470491201000206
7417,10.1177/1476718X12466217,2146663482,10.1177/1476718X12466217
7418,10.1177/156482651003100109,2429685113,10.1177/156482651003100109
7419,10.1177/1748006X17731903,2761729746,10.1177/1748006X17731903
7420,10.1177/1759091414551957,2092842646,10.1177/1759091414551957
7421,10.1177/2055102916634362,2310813031,10.1177/2055102916634362
7422,10.1177/2059799117720607,2753869962,10.1177/2059799117720607
7423,10.1177/2158244014525423,2110909322,10.1177/2158244014525423
7424,10.1177/2158244014549741,2171785339,10.1177/2158244014549741
7425,10.1177/2158244014555113,2100519861,10.1177/2158244014555113
7426,10.1177/2158244014565977,2135574449,10.1177/2158244014565977
7427,10.1177/2158244015603104,2193832107,10.1177/2158244015603104
7428,10.1177/2158244017704481,2607655162,10.1177/2158244017704481
7429,10.1509/jimk.17.2.23,2122251534,10.1509/jimk.17.2.23
7430,10.1583/08-2646.1,2008561559,10.1583/08-2646.1
7431,10.3818/JRP.3.1.2001.97,2137717791,10.3818/JRP.3.1.2001.97
7432,10.7227/IJMEE.36.4.6,1978962492,10.7227/IJMEE.36.4.6
7433,10.1042/AN20090055,2070058990,10.1042/AN20090055
7434,10.1057/palgrave.thr.6040012,2067279022,10.1057/palgrave.thr.6040012
7435,10.1080/j.1440-1665.2004.02145.x,,
7436,10.1097/01.hjr.0000209819.13196.a4,2084331967,10.1097/01.hjr.0000209819.13196.a4
7437,10.1177/0002716210393322,2158074868,10.1177/0002716210393322
7438,10.1177/0004865816673691,2531157744,10.1177/0004865816673691
7439,10.1177/0010414008325273,2105173647,10.1177/0010414008325273
7440,10.1177/0011392115614789,2257234890,10.1177/0011392115614789
7441,10.1177/0016986207302717,2126524059,10.1177/0016986207302717
7442,10.1177/0021909605057741,1966705712,10.1177/0021909605057741
7443,10.1177/002214650704800403,2104845874,10.1177/002214650704800403
7444,10.1177/0022146515594631,2145973237,10.1177/0022146515594631
7445,10.1177/0022219408321128,2055238283,10.1177/0022219408321128
7446,10.1177/0022343318763009,,
7447,10.1177/002383098703000207,1841385166,10.1177/002383098703000207
7448,10.1177/0037549716688382,2587552098,10.1177/0037549716688382
7449,10.1177/0046958018771414,2802248282,10.1177/0046958018771414
7450,10.1177/009145091003700308,2001885479,10.1177/009145091003700308
7451,10.1177/016402702237184,2138004475,10.1177/016402702237184
7452,10.1177/0192513X09343528,2141097814,10.1177/0192513X09343528
7453,10.1177/02601079X08001900206,2149238957,10.1177/02601079X08001900206
7454,10.1177/0261018307078846,2115861779,10.1177/0261018307078846
7455,10.1177/0272431607302938,2001615579,10.1177/0272431607302938
7456,10.1177/0276146704269304,2093765148,10.1177/0276146704269304
7457,10.1177/0308275X08090549,2037371834,10.1177/0308275X08090549
7458,10.1177/0883073814553975,2029431138,10.1177/0883073814553975
7459,10.1177/0886260511416460,2106025149,10.1177/0886260511416460
7460,10.1177/0886260517693002,2590582269,10.1177/0886260517693002
7461,10.1177/0895904813510777,2168611548,10.1177/0895904813510777
7462,10.1177/0956247807082825,1966476983,10.1177/0956247807082825
7463,10.1177/0959683617702235,2607487548,10.1177/0959683617702235
7464,10.1177/0972150918802684,2896431911,10.1177/0972150918802684
7465,10.1177/0973005217750061,2793385600,10.1177/0973005217750061
7466,10.1177/0974910113494538,2119078842,10.1177/0974910113494538
7467,10.1177/1028315316687012,2576679315,10.1177/1028315316687012
7468,10.1177/1077546307081324,1994421017,10.1177/1077546307081324
7469,10.1177/1077558710366863,2042288285,10.1177/1077558710366863
7470,10.1177/1354068896002004002,2029633479,10.1177/1354068896002004002
7471,10.1177/1403494808101177,2048879719,10.1177/1403494808101177
7472,10.1177/1462474504046121,2167246395,10.1177/1462474504046121
7473,10.1177/146499340901000301,2132141499,10.1177/146499340901000301
7474,10.1177/146801810100100105,2161718676,10.1177/146801810100100105
7475,10.1177/1479972308096711,2158266555,10.1177/1479972308096711
7476,10.1177/1534735416660384,2491010236,10.1177/1534735416660384
7477,10.1177/1759091415568914,2160493777,10.1177/1759091415568914
7478,10.1177/1759091415610761,2166901943,10.1177/1759091415610761
7479,10.1177/2153368715586633,2341644510,10.1177/2153368715586633
7480,10.1177/2158244014544287,2255012190,10.1177/2158244014544287
7481,10.1177/2158244014559015,2135729483,10.1177/2158244014559015
7482,10.1177/2158244015580373,2177438808,10.1177/2158244015580373
7483,10.1177/2158244015621114,2256843906,10.1177/2158244015621114
7484,10.1177/2158244016679213,2549088379,10.1177/2158244016679213
7485,10.1177/2158244017713554,2625165537,10.1177/2158244017713554
7486,10.1177/2373379916650208,2520127409,10.1177/2373379916650208
7487,10.1068/i0430,2052105348,10.1068/i0430
7488,10.1080/00420988320080781,2099083689,10.1080/00420988320080781
7489,10.1177/0009922812440838,2099777986,10.1177/0009922812440838
7490,10.1177/0010414000033001001,2153511997,10.1177/0010414000033001001
7491,10.1177/0021909607074867,2056549710,10.1177/0021909607074867
7492,10.1177/0021909609350147,1977405929,10.1177/0021909609350147
7493,10.1177/0021934713481805,2051908108,10.1177/0021934713481805
7494,10.1177/0034355212447878,,
7495,10.1177/004908571004000402,2042943230,10.1177/004908571004000402
7496,10.1177/0148558X17704084,2612812055,10.1177/0148558X17704084
7497,10.1177/0164027501232005,2105593679,10.1177/0164027501232005
7498,10.1177/0192513X09336647,2097851425,10.1177/0192513X09336647
7499,10.1177/0193841X03259030,2034625023,10.1177/0193841X03259030
7500,10.1177/0261018313501825,2126924756,10.1177/0261018313501825
7501,10.1177/0265691417741854,2783377660,10.1177/0265691417741854
7502,10.1177/027836402320556494,2029572096,10.1177/027836402320556494
7503,10.1177/0300060517712165,2622244011,10.1177/0300060517712165
7504,10.1177/0486613405283314,2038737760,10.1177/0486613405283314
7505,10.1177/0886260512441254,2079131807,10.1177/0886260512441254
7506,10.1177/0887403414526230,2330328548,10.1177/0887403414526230
7507,10.1177/0887403416662505,2488952474,10.1177/0887403416662505
7508,10.1177/0891243204263988,2125658906,10.1177/0891243204263988
7509,10.1177/0891243211434614,2096266978,10.1177/0891243211434614
7510,10.1177/0898264313497794,1985691540,10.1177/0898264313497794
7511,10.1177/1063426611401624,2111933452,10.1177/1063426611401624
7512,10.1177/1065912907305755,2018604798,10.1177/1065912907305755
7513,10.1177/1065912907307518,2032407052,10.1177/1065912907307518
7514,10.1177/107755802237809,2047218793,10.1177/107755802237809
7515,10.1177/1077800405284368,2783043563,10.1177/1077800405284368
7516,10.1177/1077800405284368,2784152309,10.1177/1077800405284368
7517,10.1177/1077800405284368,2057800762,10.1177/1077800405284368
7518,10.1177/1466138111413337,2107059398,10.1177/1466138111413337
7519,10.1177/1471082X13494616,2143753833,10.1177/1471082X13494616
7520,10.1177/147470491000800407,2200170113,10.1177/147470491000800407
7521,10.1177/147470491301100115,2126497786,10.1177/147470491301100115
7522,10.1177/1475240907078612,2102829556,10.1177/1475240907078612
7523,10.1177/1477370812438140,1998853977,10.1177/1477370812438140
7524,10.1177/1532673X8901700106,1969008915,10.1177/1532673X8901700106
7525,10.1177/1747954116644061,2335847604,10.1177/1747954116644061
7526,10.1177/2055102916657674,2487348056,10.1177/2055102916657674
7527,10.1177/2158244017706712,2613103543,10.1177/2158244017706712
7528,10.1177/a010187,1901382346,10.1177/a010187
7529,10.1345/aph.1M724,2125806519,10.1345/aph.1M724
7530,10.2190/V13T-0DT1-TX7D-9M9X,2053780868,10.2190/V13T-0DT1-TX7D-9M9X
7531,10.4278/ajhp.141106-QUAN-559,1921102796,10.4278/ajhp.141106-QUAN-559
7532,bbk-202,,
7533,bbk-349,,
7534,10.1177/0002716205280641,2108373718,10.1177/0002716205280641
7535,10.1177/0002764204267246,2132607032,10.1177/0002764204267246
7536,10.1177/0009922811406259,2129183681,10.1177/0009922811406259
7537,10.1177/0020872808095248,2152327459,10.1177/0020872808095248
7538,10.1177/0046958017734031,2770964324,10.1177/0046958017734031
7539,10.1177/0162243910366131,1997493792,10.1177/0162243910366131
7540,10.1177/0164027513497369,2122933761,10.1177/0164027513497369
7541,10.1177/0164027513497369,2726212382,10.1177/0164027513497369
7542,10.1177/02610183020220020901,2039711472,10.1177/02610183020220020901
7543,10.1177/0261018318780094,2810518667,10.1177/0261018318780094
7544,10.1177/0265532210382446,2029898659,10.1177/0265532210382446
7545,10.1177/0730888412460532,2091493512,10.1177/0730888412460532
7546,10.1177/0738894214559673,2049875132,10.1177/0738894214559673
7547,10.1177/0739986312455160,2102222715,10.1177/0739986312455160
7548,10.1177/0887403408319886,2053152004,10.1177/0887403408319886
7549,10.1177/0887403410395576,2031645164,10.1177/0887403410395576
7550,10.1177/0887403415575145,2064868437,10.1177/0887403415575145
7551,10.1177/0890117117717372,2728840428,10.1177/0890117117717372
7552,10.1177/0894318407307165,2167924174,10.1177/0894318407307165
7553,10.1177/0907568215589419,2133991461,10.1177/0907568215589419
7554,10.1177/0963721415577356,1958663475,10.1177/0963721415577356
7555,10.1177/0964663907079767,2166825339,10.1177/0964663907079767
7556,10.1177/0976747918802649,2899011933,10.1177/0976747918802649
7557,10.1177/1043454208323296,1995110733,10.1177/1043454208323296
7558,10.1177/1057567711418500,2160119375,10.1177/1057567711418500
7559,10.1177/1063426617754082,2787774127,10.1177/1063426617754082
7560,10.1177/1359105316677294,2555298349,10.1177/1359105316677294
7561,10.1177/1367549416640554,2409817397,10.1177/1367549416640554
7562,10.1177/1403494811425603,2047547536,10.1177/1403494811425603
7563,10.1177/1470320313487567,2135650166,10.1177/1470320313487567
7564,10.1177/1470320314549219,2104853643,10.1177/1470320314549219
7565,10.1177/1470320316661060,2483960323,10.1177/1470320316661060
7566,10.1177/1532673X13498265,2099936652,10.1177/1532673X13498265
7567,10.1177/1541204010389197,2161766546,10.1177/1541204010389197
7568,10.1177/1541204013477428,2106313240,10.1177/1541204013477428
7569,10.1177/1541204018757038,2793704368,10.1177/1541204018757038
7570,10.1177/1557085108325235,2131813681,10.1177/1557085108325235
7571,10.1177/156482651403500307,2468080200,10.1177/156482651403500307
7572,10.1177/1721727X1301100321,2574040378,10.1177/1721727X1301100321
7573,10.1177/1744629507080785,2146899957,10.1177/1744629507080785
7574,10.1177/175717740200300203,1804121811,10.1177/175717740200300203
7575,10.1177/2158244013480151,2097884804,10.1177/2158244013480151
7576,10.1177/2158244014556993,2085489943,10.1177/2158244014556993
7577,10.1177/2158244015571640,2130425502,10.1177/2158244015571640
7578,10.1177/2158244015607935,2183698715,10.1177/2158244015607935
7579,10.1177/2158244016635253,2292594473,10.1177/2158244016635253
7580,10.1177/2158244016677569,2554779762,10.1177/2158244016677569
7581,10.1177/2158244016684538,2567752076,10.1177/2158244016684538
7582,10.1177/2158244017730596,2755956937,10.1177/2158244017730596
7583,10.1177/2165143413482137,2157233760,10.1177/2165143413482137
7584,10.1177/2277977917730445,2775631085,10.1177/2277977917730445
7585,10.1243/09544097JRRT33,1965427294,10.1243/09544097JRRT33
7586,10.4137/HSI.S30775,2152770788,10.4137/HSI.S30775
7587,bbk-199,,
7588,10.1097/01.hjr.0000129740.30593.18,2113315172,10.1097/01.hjr.0000129740.30593.18
7589,10.1177/0002716213477070,2147662024,10.1177/0002716213477070
7590,10.1177/0003319707309538,1983792069,10.1177/0003319707309538
7591,10.1177/0011128717719049,2735592987,10.1177/0011128717719049
7592,10.1177/0020872808090241,2157800906,10.1177/0020872808090241
7593,10.1177/0022487111429005,2061314015,10.1177/0022487111429005
7594,10.1177/0044118X16637610,2297297694,10.1177/0044118X16637610
7595,10.1177/0300060513504358,2158589826,10.1177/0300060513504358
7596,10.1177/0306624X08325349,2150112295,10.1177/0306624X08325349
7597,10.1177/0306624X11420099,2142883712,10.1177/0306624X11420099
7598,10.1177/0309364618775444,2804971263,10.1177/0309364618775444
7599,10.1177/0734016814564696,2114658085,10.1177/0734016814564696
7600,10.1177/0886260511433517,1975644055,10.1177/0886260511433517
7601,10.1177/0886260512448845,2110351377,10.1177/0886260512448845
7602,10.1177/0886260512468239,2142604433,10.1177/0886260512468239
7603,10.1177/0898264307300186,2022221434,10.1177/0898264307300186
7604,10.1177/0973258616644811,2438690103,10.1177/0973258616644811
7605,10.1177/1044207317702070,2604796145,10.1177/1044207317702070
7606,10.1177/1049909114561996,2068418838,10.1177/1049909114561996
7607,10.1177/108482239801000611,1526599226,10.1177/108482239801000611
7608,10.1177/1088767909348323,2116243235,10.1177/1088767909348323
7609,10.1177/135050680000700209,2038397677,10.1177/135050680000700209
7610,10.1177/1359104513489979,2116818816,10.1177/1359104513489979
7611,10.1177/1468794115626244,2310008377,10.1177/1468794115626244
7612,10.1177/1470320312471229,2072785525,10.1177/1470320312471229
7613,10.1177/1470320316654810,2512558889,10.1177/1470320316654810
7614,10.1177/1476750305047983,2086855757,10.1177/1476750305047983
7615,10.1177/1557085111435660,2097085380,10.1177/1557085111435660
7616,10.1177/1740774511424766,2152311823,10.1177/1740774511424766
7617,10.1177/1941406415586427,1833303128,10.1177/1941406415586427
7618,10.1177/2041669515613671,2275976865,10.1177/2041669515613671
7619,10.1177/2041669517748338,2784931150,10.1177/2041669517748338
7620,10.1177/2053168017691700,2587162730,10.1177/2053168017691700
7621,10.1177/2053951715614332,2234124789,10.1177/2053951715614332
7622,10.1177/2059799117720609,2620251167,10.1177/2059799117720609
7623,10.1177/2158244011425833,2161572559,10.1177/2158244011425833
7624,10.1177/2158244014559018,2110046707,10.1177/2158244014559018
7625,10.1177/2158244015584378,2178099699,10.1177/2158244015584378
7626,10.1177/2158244016628592,2288595615,10.1177/2158244016628592
7627,10.1177/2158244016648137,2397731231,10.1177/2158244016648137
7628,10.1177/2158244016686814,2577844201,10.1177/2158244016686814
7629,10.1375/acri.43.1.51,2162514329,10.1375/acri.43.1.51
7630,10.2500/ajr.2007.21.3071,1993693212,10.2500/ajr.2007.21.3071
7631,10.4278/0890-1171-20.3.214,2001155764,10.4278/0890-1171-20.3.214
7632,10.1111/j.1467-856X.2012.00515.x,1513154760,10.1111/j.1467-856X.2012.00515.x
7633,10.1177/0002716209334694,2099228353,10.1177/0002716209334694
7634,10.1177/0011128708318947,2097088643,10.1177/0011128708318947
7635,10.1177/0011392102050001007,2143416650,10.1177/0011392102050001007
7636,10.1177/0016986210378332,2169225399,10.1177/0016986210378332
7637,10.1177/0020731415625251,2303699784,10.1177/0020731415625251
7638,10.1177/0021909606065788,2109652196,10.1177/0021909606065788
7639,10.1177/002204260803800405,2112352173,10.1177/002204260803800405
7640,10.1177/002214650804900306,1999430234,10.1177/002214650804900306
7641,10.1177/0093854807306354,2144346687,10.1177/0093854807306354
7642,10.1177/0093854818808830,2900339481,10.1177/0093854818808830
7643,10.1177/0160017612456398,2152871939,10.1177/0160017612456398
7644,10.1177/0190272510361602,2156610307,10.1177/0190272510361602
7645,10.1177/02610183020220021001,2005108001,10.1177/02610183020220021001
7646,10.1177/0300060516630852,2303355130,10.1177/0300060516630852
7647,10.1177/0300060516685513,2582888139,10.1177/0300060516685513
7648,10.1177/0300060517718711,2739132503,10.1177/0300060517718711
7649,10.1177/0891243207308445,2119265691,10.1177/0891243207308445
7650,10.1177/1057567715618590,2277877678,10.1177/1057567715618590
7651,10.1177/1062860614542972,2109273853,10.1177/1062860614542972
7652,10.1177/1075547006298486,2067153236,10.1177/1075547006298486
7653,10.1177/1077801212461428,2121503240,10.1177/1077801212461428
7654,10.1177/1086026611412081,2160473614,10.1177/1086026611412081
7655,10.1177/1096348013503994,1991568890,10.1177/1096348013503994
7656,10.1177/1355819617742180,2800168696,10.1177/1355819617742180
7657,10.1177/135918350100600301,2114442453,10.1177/135918350100600301
7658,10.1177/1461444814538646,2100719266,10.1177/1461444814538646
7659,10.1177/1470320314548868,2106930940,10.1177/1470320314548868
7660,10.1177/1470320316647240,2405415202,10.1177/1470320316647240
7661,10.1177/1470320316668435,2566328478,10.1177/1470320316668435
7662,10.1177/147470490700500112,2236642325,10.1177/147470490700500112
7663,10.1177/147470490700500314,2122362373,10.1177/147470490700500314
7664,10.1177/147470490900700301,2265169768,10.1177/147470490900700301
7665,10.1177/147470491301100116,2133175972,10.1177/147470491301100116
7666,10.1177/147470491301100503,2173521716,10.1177/147470491301100503
7667,10.1177/147470491401200202,2256347003,10.1177/147470491401200202
7668,10.1177/147470491501300208,2146607991,10.1177/147470491501300208
7669,10.1177/1524839904264621,2099541591,10.1177/1524839904264621
7670,10.1177/1529100615623267,2272351350,10.1177/1529100615623267
7671,10.1177/1532673X8000800102,2038894837,10.1177/1532673X8000800102
7672,10.1177/1532673X9001800102,1968654568,10.1177/1532673X9001800102
7673,10.1177/154079691303800404,1832784684,10.1177/154079691303800404
7674,10.1177/1559827613481425,2041884618,10.1177/1559827613481425
7675,10.1177/15648265020233S116,,
7676,10.1177/1741659017729002,2755578768,10.1177/1741659017729002
7677,10.1177/1948550616660159,2439731831,10.1177/1948550616660159
7678,10.1177/2041669515593022,2210090067,10.1177/2041669515593022
7679,10.1177/2041669516637286,2474896366,10.1177/2041669516637286
7680,10.1177/2053168014559425,2128541378,10.1177/2053168014559425
7681,10.1177/2053951716668903,2520276982,10.1177/2053951716668903
7682,10.1177/2055207616654822,2473066535,10.1177/2055207616654822
7683,10.1177/2158244013489984,2128089831,10.1177/2158244013489984
7684,10.1177/2158244016635254,2289865971,10.1177/2158244016635254
7685,10.1177/2158244017717302,2729570697,10.1177/2158244017717302
7686,10.1177/2158244017740398,2767359771,10.1177/2158244017740398
7687,10.1177/2167696814550684,2162127329,10.1177/2167696814550684
7688,10.1177/2167702614563598,2034151572,10.1177/2167702614563598
7689,10.1177/2230807512459400,2331445027,10.1177/2230807512459400
7690,10.1258/smj.2011.011288,2152316219,10.1258/smj.2011.011288
7691,10.1350/pojo.2012.85.4.595,1976708152,10.1350/pojo.2012.85.4.595
7692,10.1509/jmkg.73.6.61,2112803487,10.1509/jmkg.73.6.61
7693,10.1042/AN20100027,2156307830,10.1042/AN20100027
7694,10.1080/03093640802015912,2156932104,10.1080/03093640802015912
7695,10.1177/0002716204268923,2067192774,10.1177/0002716204268923
7696,10.1177/002214650604700101,2118561825,10.1177/002214650604700101
7697,10.1177/002234337100800308,2042726981,10.1177/002234337100800308
7698,10.1177/0022427805280068,2564268179,10.1177/0022427805280068
7699,10.1177/004912417700600207,2040838762,10.1177/004912417700600207
7700,10.1177/0093854813485736,2316828055,10.1177/0093854813485736
7701,10.1177/0261018312444411,2143688688,10.1177/0261018312444411
7702,10.1177/0300060517700323,2601091486,10.1177/0300060517700323
7703,10.1177/0300060517731952,2761603669,10.1177/0300060517731952
7704,10.1177/0306624X14533937,2130892677,10.1177/0306624X14533937
7705,10.1177/0309132515618104,2331596821,10.1177/0309132515618104
7706,10.1177/0362153714529089,2137256875,10.1177/0362153714529089
7707,10.1177/0486613407306824,2041067067,10.1177/0486613407306824
7708,10.1177/0533316411425323,2134492998,10.1177/0533316411425323
7709,10.1177/0734016812465618,2015707970,10.1177/0734016812465618
7710,10.1177/0883073818773941,2807480180,10.1177/0883073818773941
7711,10.1177/0891242404268707,2135517890,10.1177/0891242404268707
7712,10.1177/0898264305277965,2103877004,10.1177/0898264305277965
7713,10.1177/0956247808089150,2121086020,10.1177/0956247808089150
7714,10.1177/0958928717754294,2789461259,10.1177/0958928717754294
7715,10.1177/0959651811406641,2076621038,10.1177/0959651811406641
7716,10.1177/1035304614559326,2023937787,10.1177/1035304614559326
7717,10.1177/1078155214541571,2062558568,10.1177/1078155214541571
7718,10.1177/1098611107304326,1985392642,10.1177/1098611107304326
7719,10.1177/1350650115610358,2382451094,10.1177/1350650115610358
7720,10.1177/1403494814544403,2159244485,10.1177/1403494814544403
7721,10.1177/14034948990270031401,2074930349,10.1177/14034948990270031401
7722,10.1177/1461444815570294,2073208437,10.1177/1461444815570294
7723,10.1177/1468798407083664,2145698398,10.1177/1468798407083664
7724,10.1177/1471301212450538,2069175075,10.1177/1471301212450538
7725,10.1177/1524839902250770,2161930437,10.1177/1524839902250770
7726,10.1177/1524839914557862,2130563614,10.1177/1524839914557862
7727,10.1177/1747493018784450,2885559833,10.1177/1747493018784450
7728,10.1177/2054270417712703,2762947763,10.1177/2054270417712703
7729,10.1177/2055102916637090,2324699203,10.1177/2055102916637090
7730,10.1177/875697280503600407,2809712200,10.1177/875697280503600407
7731,10.1525/sop.2010.53.1.19,1978420456,10.1525/sop.2010.53.1.19
7732,10.7453/gahmj.2013.092,1982999080,10.7453/gahmj.2013.092
7733,bbk-50,,
7734,10.1042/AN20130046,2106836310,10.1042/AN20130046
7735,10.1177/0009445513516396,2103081531,10.1177/0009445513516396
7736,10.1177/0013916512465176,2165168713,10.1177/0013916512465176
7737,10.1177/0021909610383365,2129316531,10.1177/0021909610383365
7738,10.1177/0022219414554229,2099233485,10.1177/0022219414554229
7739,10.1177/0022427803262059,2110147076,10.1177/0022427803262059
7740,10.1177/0022427811415535,2158834552,10.1177/0022427811415535
7741,10.1177/0042085916651320,2398297694,10.1177/0042085916651320
7742,10.1177/0093854817694924,2602717447,10.1177/0093854817694924
7743,10.1177/0164027500226003,2078276579,10.1177/0164027500226003
7744,10.1177/0193841X9902300304,2164755850,10.1177/0193841X9902300304
7745,10.1177/0269758015610855,2345379535,10.1177/0269758015610855
7746,10.1177/0269881117693748,2586549282,10.1177/0269881117693748
7747,10.1177/0300060515579115,2102518519,10.1177/0300060515579115
7748,10.1177/0300060517718733,2737751239,10.1177/0300060517718733
7749,10.1177/0887403408320521,2324144788,10.1177/0887403408320521
7750,10.1177/0898264305285664,2162693068,10.1177/0898264305285664
7751,10.1177/0898264310382657,2128691906,10.1177/0898264310382657
7752,10.1177/0899764009333053,2140703729,10.1177/0899764009333053
7753,10.1177/0958928718805870,2898365623,10.1177/0958928718805870
7754,10.1177/0962280217711205,2735088131,10.1177/0962280217711205
7755,10.1177/1043986203262300,2072301190,10.1177/1043986203262300
7756,10.1177/1044207310395942,2111786369,10.1177/1044207310395942
7757,10.1177/1046878112444577,2161945169,10.1177/1046878112444577
7758,10.1177/1046878115620388,2286242892,10.1177/1046878115620388
7759,10.1177/1049732318761862,2793543962,10.1177/1049732318761862
7760,10.1177/1077800410393891,1856016737,10.1177/1077800410393891
7761,10.1177/1077801208331245,2135309510,10.1177/1077801208331245
7762,10.1177/108201320000600308,2128053179,10.1177/108201320000600308
7763,10.1177/1088767906288573,2056069641,10.1177/1088767906288573
7764,10.1177/1088767914530555,2143467507,10.1177/1088767914530555
7765,10.1177/1365480208101722,2164601247,10.1177/1365480208101722
7766,10.1177/1461444817748578,2780915667,10.1177/1461444817748578
7767,10.1177/1470320316659618,2494928408,10.1177/1470320316659618
7768,10.1177/1474474018782193,2809240263,10.1177/1474474018782193
7769,10.1177/147470490600400111,2177602742,10.1177/147470490600400111
7770,10.1177/147470490700500408,2135994207,10.1177/147470490700500408
7771,10.1177/1524839910396364,2108590966,10.1177/1524839910396364
7772,10.1177/1525822X14547499,2096225560,10.1177/1525822X14547499
7773,10.1177/1527476418782184,2809380900,10.1177/1527476418782184
7774,10.1177/1541204014559524,2087049005,10.1177/1541204014559524
7775,10.1177/1741143214521593,2078732272,10.1177/1741143214521593
7776,10.1177/1748048514533763,1966112815,10.1177/1748048514533763
7777,10.1177/1759091415575845,2324612152,10.1177/1759091415575845
7778,10.1177/1946756714533205,2126454627,10.1177/1946756714533205
7779,10.1177/2048872616647705,2345624746,10.1177/2048872616647705
7780,10.1177/2055102915624928,2288168871,10.1177/2055102915624928
7781,10.1177/2158244013499143,2144036434,10.1177/2158244013499143
7782,10.1177/2158244015584231,2174620059,10.1177/2158244015584231
7783,10.1177/2158244015610173,2218437010,10.1177/2158244015610173
7784,10.1177/2158244015611937,2288773262,10.1177/2158244015611937
7785,10.1177/2158244017739949,2765200369,10.1177/2158244017739949
7786,10.1177/2167702614566815,2032426793,10.1177/2167702614566815
7787,10.1310/hpj4207-626,2158559646,10.1310/hpj4207-626
7788,10.3102/0002831215584621,1896083716,10.3102/0002831215584621
7789,10.3102/0162373708321384,2052416142,10.3102/0162373708321384
7790,bbk-102,,
7791,10.1007/s12114-997-1001-5,2041117512,10.1007/s12114-997-1001-5
7792,10.1088/0963-6625/11/2/305,1968271705,10.1088/0963-6625/11/2/305
7793,10.1177/000312240507000503,2013034546,10.1177/000312240507000503
7794,10.1177/0011128703261616,2126492233,10.1177/0011128703261616
7795,10.1177/0014524611418576,2080141513,10.1177/0014524611418576
7796,10.1177/0020852306070079,2029940161,10.1177/0020852306070079
7797,10.1177/0033688206063470,2031231576,10.1177/0033688206063470
7798,10.1177/0042098016643914,2344523236,10.1177/0042098016643914
7799,10.1177/0046958016666009,2526822094,10.1177/0046958016666009
7800,10.1177/0093854808324377,2140083092,10.1177/0093854808324377
7801,10.1177/0192513X08324109,2116235811,10.1177/0192513X08324109
7802,10.1177/0261018306065617,2012461432,10.1177/0261018306065617
7803,10.1177/0300060514527911,2108007464,10.1177/0300060514527911
7804,10.1177/0306624X14548023,2050864258,10.1177/0306624X14548023
7805,10.1177/0308022616640802,2394894213,10.1177/0308022616640802
7806,10.1177/070674370505000406,2160264283,10.1177/070674370505000406
7807,10.1177/0886109915572845,2054212342,10.1177/0886109915572845
7808,10.1177/0886260509354586,2009333349,10.1177/0886260509354586
7809,10.1177/0886260509354887,2100407827,10.1177/0886260509354887
7810,10.1177/0886260511425796,2122822844,10.1177/0886260511425796
7811,10.1177/0886260514534527,2133050421,10.1177/0886260514534527
7812,10.1177/0896920513501352,2002684205,10.1177/0896920513501352
7813,10.1177/0956247811398604,2129648471,10.1177/0956247811398604
7814,10.1177/1043986212471181,2000063608,10.1177/1043986212471181
7815,10.1177/107755802237810,2143726777,10.1177/107755802237810
7816,10.1177/1078155218776471,2803790911,10.1177/1078155218776471
7817,10.1177/1090198115598983,1555605886,10.1177/1090198115598983
7818,10.1177/1354067X12456885,2318341526,10.1177/1354067X12456885
7819,10.1177/1359105312464675,2091391843,10.1177/1359105312464675
7820,10.1177/1403494810382814,2139919646,10.1177/1403494810382814
7821,10.1177/1403494812450092,2091318295,10.1177/1403494812450092
7822,10.1177/1470320313497817,2142465330,10.1177/1470320313497817
7823,10.1177/1470320314532509,2145432233,10.1177/1470320314532509
7824,10.1177/1470412914532319,2110892881,10.1177/1470412914532319
7825,10.1177/147470491000800412,2179161809,10.1177/147470491000800412
7826,10.1177/147470491201000208,2171734374,10.1177/147470491201000208
7827,10.1177/153244000300300405,2020357607,10.1177/153244000300300405
7828,10.1177/1532673X9802600301,2039354689,10.1177/1532673X9802600301
7829,10.1177/1532673X9802600302,1975083439,10.1177/1532673X9802600302
7830,10.1177/1555412014548919,2132795338,10.1177/1555412014548919
7831,10.1177/2041669516671320,2529130480,10.1177/2041669516671320
7832,10.1177/2041669516681307,2560613273,10.1177/2041669516681307
7833,10.1177/2050640618800540,2890367934,10.1177/2050640618800540
7834,10.1177/2158244013491948,2165784437,10.1177/2158244013491948
7835,10.1177/2158244017706715,2612672392,10.1177/2158244017706715
7836,10.1177/2372732216656640,2517927434,10.1177/2372732216656640
7837,10.1243/0954406021525179,2065907923,10.1243/0954406021525179
7838,10.2190/J357-QF31-F0FC-PV4U,1983201105,10.2190/J357-QF31-F0FC-PV4U
7839,bbk-303,,
7840,bbk-56,,
7841,10.1068/i0665,2166377431,10.1068/i0665
7842,10.1068/i0708sas,2192431771,10.1068/i0708sas
7843,10.1177/0002764202238492,2023800901,10.1177/0002764202238492
7844,10.1177/0003319713497087,2071786439,10.1177/0003319713497087
7845,10.1177/0010414005281935,2132161213,10.1177/0010414005281935
7846,10.1177/0020731418797977,2891325497,10.1177/0020731418797977
7847,10.1177/0022146512473758,2891446358,10.1177/0022146512473758
