unique_identifier,PaperId,Doi
10.1177/2048872616647705,2345624746,10.1177/2048872616647705
10.1177/2055102915624928,2288168871,10.1177/2055102915624928
10.1177/2158244013499143,2144036434,10.1177/2158244013499143
10.1177/2158244015584231,2174620059,10.1177/2158244015584231
10.1177/2158244015610173,2218437010,10.1177/2158244015610173
10.1177/2158244015611937,2288773262,10.1177/2158244015611937
10.1177/2158244017739949,2765200369,10.1177/2158244017739949
10.1177/2167702614566815,2032426793,10.1177/2167702614566815
10.1310/hpj4207-626,2158559646,10.1310/hpj4207-626
10.3102/0002831215584621,1896083716,10.3102/0002831215584621
10.3102/0162373708321384,2052416142,10.3102/0162373708321384
bbk-102,"",""
10.1007/s12114-997-1001-5,2041117512,10.1007/s12114-997-1001-5
10.1088/0963-6625/11/2/305,1968271705,10.1088/0963-6625/11/2/305
10.1177/000312240507000503,2013034546,10.1177/000312240507000503
10.1177/0011128703261616,2126492233,10.1177/0011128703261616
10.1177/0014524611418576,2080141513,10.1177/0014524611418576
10.1177/0020852306070079,2029940161,10.1177/0020852306070079
10.1177/0033688206063470,2031231576,10.1177/0033688206063470
10.1177/0042098016643914,2344523236,10.1177/0042098016643914
10.1177/0046958016666009,2526822094,10.1177/0046958016666009
10.1177/0093854808324377,2140083092,10.1177/0093854808324377
10.1177/0192513X08324109,2116235811,10.1177/0192513X08324109
10.1177/0261018306065617,2012461432,10.1177/0261018306065617
10.1177/0300060514527911,2108007464,10.1177/0300060514527911
10.1177/0306624X14548023,2050864258,10.1177/0306624X14548023
10.1177/0308022616640802,2394894213,10.1177/0308022616640802
10.1177/070674370505000406,2160264283,10.1177/070674370505000406
10.1177/0886109915572845,2054212342,10.1177/0886109915572845
10.1177/0886260509354586,2009333349,10.1177/0886260509354586
10.1177/0886260509354887,2100407827,10.1177/0886260509354887
10.1177/0886260511425796,2122822844,10.1177/0886260511425796
10.1177/0886260514534527,2133050421,10.1177/0886260514534527
10.1177/0896920513501352,2002684205,10.1177/0896920513501352
10.1177/0956247811398604,2129648471,10.1177/0956247811398604
10.1177/1043986212471181,2000063608,10.1177/1043986212471181
10.1177/107755802237810,2143726777,10.1177/107755802237810
10.1177/1078155218776471,2803790911,10.1177/1078155218776471
10.1177/1090198115598983,1555605886,10.1177/1090198115598983
10.1177/1354067X12456885,2318341526,10.1177/1354067X12456885
10.1177/1359105312464675,2091391843,10.1177/1359105312464675
10.1177/1403494810382814,2139919646,10.1177/1403494810382814
10.1177/1403494812450092,2091318295,10.1177/1403494812450092
10.1177/1470320313497817,2142465330,10.1177/1470320313497817
10.1177/1470320314532509,2145432233,10.1177/1470320314532509
10.1177/1470412914532319,2110892881,10.1177/1470412914532319
10.1177/147470491000800412,2179161809,10.1177/147470491000800412
10.1177/147470491201000208,2171734374,10.1177/147470491201000208
10.1177/153244000300300405,2020357607,10.1177/153244000300300405
10.1177/1532673X9802600301,2039354689,10.1177/1532673X9802600301
10.1177/1532673X9802600302,1975083439,10.1177/1532673X9802600302
10.1177/1555412014548919,2132795338,10.1177/1555412014548919
10.1177/2041669516671320,2529130480,10.1177/2041669516671320
10.1177/2041669516681307,2560613273,10.1177/2041669516681307
10.1177/2050640618800540,2890367934,10.1177/2050640618800540
10.1177/2158244013491948,2165784437,10.1177/2158244013491948
10.1177/2158244017706715,2612672392,10.1177/2158244017706715
10.1177/2372732216656640,2517927434,10.1177/2372732216656640
10.1243/0954406021525179,2065907923,10.1243/0954406021525179
10.2190/J357-QF31-F0FC-PV4U,1983201105,10.2190/J357-QF31-F0FC-PV4U
bbk-303,"",""
bbk-56,"",""
10.1068/i0665,2166377431,10.1068/i0665
10.1068/i0708sas,2192431771,10.1068/i0708sas
10.1177/0002764202238492,2023800901,10.1177/0002764202238492
10.1177/0003319713497087,2071786439,10.1177/0003319713497087
10.1177/0010414005281935,2132161213,10.1177/0010414005281935
10.1177/0020731418797977,2891325497,10.1177/0020731418797977
10.1177/0022146512473758,2891446358,10.1177/0022146512473758
10.1177/0022146512473758,2892337195,10.1177/0022146512473758
10.1177/0022146512473758,2163766829,10.1177/0022146512473758
10.1177/0022219417714774,2736309722,10.1177/0022219417714774
10.1177/0044118X11400023,2168918074,10.1177/0044118X11400023
10.1177/0092055X17705702,2605965716,10.1177/0092055X17705702
10.1177/0095798401027004001,2036286162,10.1177/0095798401027004001
10.1177/0194599814562719,2108327070,10.1177/0194599814562719
10.1177/0266666912448258,2156518113,10.1177/0266666912448258
10.1177/0276146707300076,2050155733,10.1177/0276146707300076
10.1177/0734016816684198,2582476985,10.1177/0734016816684198
10.1177/0734282916669913,2526026828,10.1177/0734282916669913
10.1177/0741932517715913,2734855184,10.1177/0741932517715913
10.1177/0885066610390869,2027085677,10.1177/0885066610390869
10.1177/0896920511435709,1981233968,10.1177/0896920511435709
10.1177/0972063413492049,1977566433,10.1177/0972063413492049
10.1177/1053451208321566,1969279516,10.1177/1053451208321566
10.1177/1077558712441085,2101355993,10.1177/1077558712441085
10.1177/1077559502250822,1989992837,10.1177/1077559502250822
10.1177/1077801207301553,2142018346,10.1177/1077801207301553
10.1177/1098611110373993,2166396577,10.1177/1098611110373993
10.1177/1203475418762719,2792097941,10.1177/1203475418762719
10.1177/1354068807073852,2053862697,10.1177/1354068807073852
10.1177/1359105311433345,2109201653,10.1177/1359105311433345
10.1177/1363460717713380,2771146311,10.1177/1363460717713380
10.1177/1461445616634553,2313735979,10.1177/1461445616634553
10.1177/1470320313519486,2101398205,10.1177/1470320313519486
10.1177/147470491100900202,2117300883,10.1177/147470491100900202
10.1177/147470491100900407,2158871289,10.1177/147470491100900407
10.1177/1476750309351360,2079616432,10.1177/1476750309351360
10.1177/1532673X07307278,2160307546,10.1177/1532673X07307278
10.1177/1532708617706120,"",""
10.1177/1534735403259152,2093678620,10.1177/1534735403259152
10.1177/1534735415607318,2256492292,10.1177/1534735415607318
10.1177/1747493018770222,2800895621,10.1177/1747493018770222
10.1177/1747954117707481,2608038525,10.1177/1747954117707481
10.1177/1753465816654823,2470095143,10.1177/1753465816654823
10.1177/1753944713506507,2168364543,10.1177/1753944713506507
10.1177/1756287218754766,2794035248,10.1177/1756287218754766
10.1177/2041669517690412,2589273472,10.1177/2041669517690412
10.1177/2053168015627183,2274844965,10.1177/2053168015627183
10.1177/2053168017722059,2740678912,10.1177/2053168017722059
10.1177/2054358117698669,2591775867,10.1177/2054358117698669
10.1177/2158244013494221,2159781058,10.1177/2158244013494221
10.1177/2158244014538269,2097303550,10.1177/2158244014538269
10.1177/2158244014544289,2100269735,10.1177/2158244014544289
10.1177/2158244014562387,2137599268,10.1177/2158244014562387
10.1177/2158244015602752,2267133419,10.1177/2158244015602752
10.1177/2158244016662106,2516023605,10.1177/2158244016662106
10.1177/2158244016679212,2557871880,10.1177/2158244016679212
10.1177/2158244017698731,2603618734,10.1177/2158244017698731
10.1177/2277977915596247,2324952373,10.1177/2277977915596247
10.1177/2378023118808965,2895800590,10.1177/2378023118808965
10.4137/BBI.S10383,1731948072,10.4137/BBI.S10383
10.1068/i0490sas,2138717140,10.1068/i0490sas
10.1080/15401420490900245,2006114101,10.1080/15401420490900245
10.1177/0003122418792836,2888829781,10.1177/0003122418792836
10.1177/0011128707311642,2131050749,10.1177/0011128707311642
10.1177/0016986218758442,2790440512,10.1177/0016986218758442
10.1177/0017896914542666,2133569971,10.1177/0017896914542666
10.1177/0019793918789155,2883857016,10.1177/0019793918789155
10.1177/0020852311419385,1997281160,10.1177/0020852311419385
10.1177/002200277101500306,2066192102,10.1177/002200277101500306
10.1177/0022427816645380,2345724166,10.1177/0022427816645380
10.1177/0025817216681690,2559144977,10.1177/0025817216681690
10.1177/0027950110364100,1992081967,10.1177/0027950110364100
10.1177/0046958017737906,2768419240,10.1177/0046958017737906
10.1177/0141076816683556,2577032066,10.1177/0141076816683556
10.1177/0148558X11409151,2163564411,10.1177/0148558X11409151
10.1177/0149206317710722,2619189061,10.1177/0149206317710722
10.1177/0192513X03257766,2162442956,10.1177/0192513X03257766
10.1177/0192513X09351508,2143082732,10.1177/0192513X09351508
10.1177/0300060516676136,2576896075,10.1177/0300060516676136
10.1177/0300060517734680,2767231224,10.1177/0300060517734680
10.1177/0306624X10361583,2118002709,10.1177/0306624X10361583
10.1177/0741932508315054,2114713490,10.1177/0741932508315054
10.1177/0829573506298874,1970449543,10.1177/0829573506298874
10.1177/0886260507313533,2131857043,10.1177/0886260507313533
10.1177/0887403418789465,2883607351,10.1177/0887403418789465
10.1177/0898264314549659,2131537395,10.1177/0898264314549659
10.1177/0898264315594137,1439632853,10.1177/0898264315594137
10.1177/0958928717753580,2788740690,10.1177/0958928717753580
10.1177/0964663913519286,2135249184,10.1177/0964663913519286
10.1177/0972820116681121,2587988326,10.1177/0972820116681121
10.1177/1050651913513903,2058901837,10.1177/1050651913513903
10.1177/1079063212469061,2120038393,10.1177/1079063212469061
10.1177/1084822310388385,2101142042,10.1177/1084822310388385
10.1177/1091142110368048,1978145630,10.1177/1091142110368048
10.1177/1206331212445961,2108043978,10.1177/1206331212445961
10.1177/1359105317701560,2604206322,10.1177/1359105317701560
10.1177/1368430210376636,2030362802,10.1177/1368430210376636
10.1177/1457496913519772,2098530299,10.1177/1457496913519772
10.1177/1470320314521086,2169068394,10.1177/1470320314521086
10.1177/147470490700500205,"",""
10.1177/1474704916675349,2560417508,10.1177/1474704916675349
10.1177/1532673X7800600407,2060091929,10.1177/1532673X7800600407
10.1177/156482650202300305,2217153787,10.1177/156482650202300305
10.1177/1740774513499651,2119446572,10.1177/1740774513499651
10.1177/1753465816664862,2515212129,10.1177/1753465816664862
10.1177/1753465817717168,2738006244,10.1177/1753465817717168
10.1177/2150135116674444,2565153451,10.1177/2150135116674444
10.1177/2158244012468283,2174705634,10.1177/2158244012468283
10.1177/2158244013490706,2177906918,10.1177/2158244013490706
10.1177/2158244013497723,2116938978,10.1177/2158244013497723
10.1177/2158244015581380,2287625244,10.1177/2158244015581380
10.1177/2347798917695115,2610199583,10.1177/2347798917695115
10.1515/nsad-2015-0017,2043308542,10.1515/nsad-2015-0017
bbk-106,"",""
10.1068/i0578,2156903829,10.1068/i0578
10.1080/0042098984204,2110356606,10.1080/0042098984204
10.1080/14034940410029441,1869326857,10.1080/14034940410029441
10.1177/0003122413482919,1996083548,10.1177/0003122413482919
10.1177/000494419604000104,2320036614,10.1177/000494419604000104
10.1177/0011128711420111,2132127064,10.1177/0011128711420111
10.1177/0022146511411922,1980483920,10.1177/0022146511411922
10.1177/002795010519200109,2122348022,10.1177/002795010519200109
10.1177/0093854809342839,2136431633,10.1177/0093854809342839
10.1177/0093854816678032,2550532982,10.1177/0093854816678032
10.1177/0143831x13488003,"",""
10.1177/0148607114565246,2074726269,10.1177/0148607114565246
10.1177/0148607115595973,1560878547,10.1177/0148607115595973
10.1177/0162243915610003,2340785791,10.1177/0162243915610003
10.1177/0192513X09342847,2111384690,10.1177/0192513X09342847
10.1177/0192623392020003206,"",""
10.1177/0269094215604131,1555959808,10.1177/0269094215604131
10.1177/0269881114565653,1997161439,10.1177/0269881114565653
10.1177/0300060516660247,2507438942,10.1177/0300060516660247
10.1177/0300060516687227,2586949836,10.1177/0300060516687227
10.1177/0733464804273772,2150916640,10.1177/0733464804273772
10.1177/0734016808324231,2046885574,10.1177/0734016808324231
10.1177/0734242X0302100410,2159057115,10.1177/0734242X0302100410
10.1177/0739986300222003,2070567591,10.1177/0739986300222003
10.1177/0741713603260274,1977427645,10.1177/0741713603260274
10.1177/0883073814550188,2112300534,10.1177/0883073814550188
10.1177/0886109903018002006,2051564252,10.1177/0886109903018002006
10.1177/0887403417725567,2749184580,10.1177/0887403417725567
10.1177/0899764000294003,2130070714,10.1177/0899764000294003
10.1177/0952076712440005,2114795373,10.1177/0952076712440005
10.1177/0954410011429231,1978522518,10.1177/0954410011429231
10.1177/0956247813518681,1977473827,10.1177/0956247813518681
10.1177/1010539510373037,1975139204,10.1177/1010539510373037
10.1177/1043659613504110,2125540688,10.1177/1043659613504110
10.1177/1062860615594879,2310946224,10.1177/1062860615594879
10.1177/1077800413515829,2023144248,10.1177/1077800413515829
10.1177/1077801216654575,2468483148,10.1177/1077801216654575
10.1177/1078345813486445,2320213276,10.1177/1078345813486445
10.1177/1097184X05282072,2014119739,10.1177/1097184X05282072
10.1177/1367493511403662,2093810829,10.1177/1367493511403662
10.1177/1403494810377682,2092143983,10.1177/1403494810377682
10.1177/1464420713500044,2325859422,10.1177/1464420713500044
10.1177/1470320316672348,2530235478,10.1177/1470320316672348
10.1177/147470490700500101,2176543784,10.1177/147470490700500101
10.1177/147470490700500113,2096076911,10.1177/147470490700500113
10.1177/147470490800600208,2239350331,10.1177/147470490800600208
10.1177/147470490900700105,2194437339,10.1177/147470490900700105
10.1177/1534734615596891,1933581615,10.1177/1534734615596891
10.1177/1747954117694922,2594714953,10.1177/1747954117694922
10.1177/2053168015583346,2186451448,10.1177/2053168015583346
10.1177/2053168016631582,2291069823,10.1177/2053168016631582
10.1177/2055207616688841,2200982611,10.1177/2055207616688841
10.1177/2153368710388292,2328455698,10.1177/2153368710388292
10.1177/2158244013497028,2116648075,10.1177/2158244013497028
10.1177/2158244015621957,2198155988,10.1177/2158244015621957
10.1177/2158244016656719,2470000677,10.1177/2158244016656719
10.1177/2158244016658336,2468792142,10.1177/2158244016658336
10.1177/2158244017734024,2759378921,10.1177/2158244017734024
10.1350/ijps.2009.11.3.129,2030809996,10.1350/ijps.2009.11.3.129
10.2511/rpsd.32.1.16,2092971294,10.2511/rpsd.32.1.16
10.4137/HSI.S10462,1988812305,10.4137/HSI.S10462
10.5367/000000007780420525,2075010326,10.5367/000000007780420525
bbk-366,"",""
bbk-39,"",""
10.1080/j.1440-1614.2005.01719.x,2102743835,10.1080/j.1440-1614.2005.01719.x
10.1106/QNQV-7ONP-WXWT-IRRG,1992798946,10.1106/QNQV-7ONP-WXWT-IRRG
10.1177/000312240406900501,2036711930,10.1177/000312240406900501
10.1177/0003319713520463,2104684690,10.1177/0003319713520463
10.1177/0010414001034006001,2127409878,10.1177/0010414001034006001
10.1177/0011128709359656,2134502150,10.1177/0011128709359656
10.1177/0011128710389585,2164397221,10.1177/0011128710389585
10.1177/002193479502500404,2029551362,10.1177/002193479502500404
10.1177/0022146517748412,2776773740,10.1177/0022146517748412
10.1177/0022343315605571,2338407649,10.1177/0022343315605571
10.1177/0022427810393016,2114830215,10.1177/0022427810393016
10.1177/0044118X06296907,2112532668,10.1177/0044118X06296907
10.1177/0093854806297511,2122484231,10.1177/0093854806297511
10.1177/0093854815616842,2288263756,10.1177/0093854815616842
10.1177/0146167299025003010,1977055145,10.1177/0146167299025003010
10.1177/0193841X07311993,1976080478,10.1177/0193841X07311993
10.1177/0261018315602198,2138666497,10.1177/0261018315602198
10.1177/0300060513509130,2118911915,10.1177/0300060513509130
10.1177/0300060516664807,2554274722,10.1177/0300060516664807
10.1177/0300060516676725,2578554560,10.1177/0300060516676725
10.1177/0300060517723415,2766435153,10.1177/0300060517723415
10.1177/0306624X08323236,2097775891,10.1177/0306624X08323236
10.1177/0306624X13502965,2147113924,10.1177/0306624X13502965
10.1177/0734016806290138,2117539691,10.1177/0734016806290138
10.1177/0734016817752434,2793080606,10.1177/0734016817752434
10.1177/0741932509338382,2109438331,10.1177/0741932509338382
10.1177/0886260509354507,2150913198,10.1177/0886260509354507
10.1177/0887403416635248,2323732346,10.1177/0887403416635248
10.1177/0959683616652705,2472215527,10.1177/0959683616652705
10.1177/1059840518791223,2886400461,10.1177/1059840518791223
10.1177/1077558713495453,2057005931,10.1177/1077558713495453
10.1177/1077695812450553,2130022217,10.1177/1077695812450553
10.1177/1098611107309010,2023319797,10.1177/1098611107309010
10.1177/1098611112456691,2326276705,10.1177/1098611112456691
10.1177/1098611112457357,2165299742,10.1177/1098611112457357
10.1177/1362480607079582,2140322789,10.1177/1362480607079582
10.1177/1369148117718461,2749878044,10.1177/1369148117718461
10.1177/1474474014555657,2316620871,10.1177/1474474014555657
10.1177/15648265100312S205,124831426,10.1177/15648265100312S205
10.1177/2053951716653418,2463668732,10.1177/2053951716653418
10.1177/2055102917718376,2734488203,10.1177/2055102917718376
10.1177/2150131911434204,2096963851,10.1177/2150131911434204
10.1177/2158244012470114,2149015601,10.1177/2158244012470114
10.1177/2158244013497727,2167130569,10.1177/2158244013497727
10.4137/BBI.S12328,2069419824,10.4137/BBI.S12328
10.7227/IJMEE.29.4.3,2333004858,10.7227/IJMEE.29.4.3
bbk-136,"",""
bbk-267,"",""
bbk-82,"",""
10.1177/0002716208320043,2112969724,10.1177/0002716208320043
10.1177/0002716215599938,2287961934,10.1177/0002716215599938
10.1177/0003122411425170,2121960994,10.1177/0003122411425170
10.1177/0047239515615846,2346984596,10.1177/0047239515615846
10.1177/0146167207301008,1997358314,10.1177/0146167207301008
10.1177/0148607114549771,2073158222,10.1177/0148607114549771
10.1177/0170840618789192,2885284534,10.1177/0170840618789192
10.1177/0193945903260188,2015167736,10.1177/0193945903260188
10.1177/0263774X15605924,578520483,10.1177/0263774X15605924
10.1177/0300060513503761,2329694189,10.1177/0300060513503761
10.1177/070674370605100502,2143869462,10.1177/070674370605100502
10.1177/0734016808316782,2041381517,10.1177/0734016808316782
10.1177/0886260512455515,2103830425,10.1177/0886260512455515
10.1177/0886260517712276,2626870104,10.1177/0886260517712276
10.1177/0887403410390510,1976346189,10.1177/0887403410390510
10.1177/0887403414528950,2034233047,10.1177/0887403414528950
10.1177/0890117117717016,2735782073,10.1177/0890117117717016
10.1177/0898264311401389,2144450042,10.1177/0898264311401389
10.1177/0954407013510897,2101428918,10.1177/0954407013510897
10.1177/0958928710364435,2047095904,10.1177/0958928710364435
10.1177/0959680111420722,1974298921,10.1177/0959680111420722
10.1177/0964663910384907,2160212690,10.1177/0964663910384907
10.1177/0975425315583755,2344502270,10.1177/0975425315583755
10.1177/1062860608325266,2116238230,10.1177/1062860608325266
10.1177/1354066114523656,2143368683,10.1177/1354066114523656
10.1177/1468796815577706,2083260003,10.1177/1468796815577706
10.1177/147470491401200203,2173926663,10.1177/147470491401200203
10.1177/1474704916657833,2470789309,10.1177/1474704916657833
10.1177/1524839917728048,2754251183,10.1177/1524839917728048
10.1177/1534735416673907,2553316467,10.1177/1534735416673907
10.1177/2043610616665035,2507901148,10.1177/2043610616665035
10.1177/2053951717751551,2784906442,10.1177/2053951717751551
10.1177/2055102916634361,2308548210,10.1177/2055102916634361
10.1177/2153368716689491,2581195366,10.1177/2153368716689491
10.1177/2158244015627672,2310506307,10.1177/2158244015627672
10.1177/2158244016651911,2401487352,10.1177/2158244016651911
10.1177/2158244016681393,2560500893,10.1177/2158244016681393
10.1177/2333392815573312,2145450026,10.1177/2333392815573312
10.1007/BF02717261,2087167362,10.1007/BF02717261
10.1042/AN20100005,1989493411,10.1042/AN20100005
10.1068/i0405,2106171038,10.1068/i0405
10.1177/000271627944100108,2122427969,10.1177/000271627944100108
10.1177/0009922816687327,2580474543,10.1177/0009922816687327
10.1177/0011128709354037,2158722984,10.1177/0011128709354037
10.1177/0011128718789856,2884352132,10.1177/0011128718789856
10.1177/0021909611423798,2129877573,10.1177/0021909611423798
10.1177/0021909613478787,2147867955,10.1177/0021909613478787
10.1177/0022219411410233,2124094264,10.1177/0022219411410233
10.1177/0033354916662641,2515776477,10.1177/0033354916662641
10.1177/0033354918785374,2883002238,10.1177/0033354918785374
10.1177/004051757104100403,2131156732,10.1177/004051757104100403
10.1177/0046958015602464,2141638078,10.1177/0046958015602464
10.1177/0093650204271401,2149857426,10.1177/0093650204271401
10.1177/0093854818754609,2785959012,10.1177/0093854818754609
10.1177/0300060514549217,2132514084,10.1177/0300060514549217
10.1177/0300060515595650,2277023021,10.1177/0300060515595650
10.1177/0300060517720005,2739606955,10.1177/0300060517720005
10.1177/0306624X04270779,2168143238,10.1177/0306624X04270779
10.1177/0306624X17725728,2753638326,10.1177/0306624X17725728
10.1177/0308275X9901900206,1974774539,10.1177/0308275X9901900206
10.1177/0739986312459258,2159144668,10.1177/0739986312459258
10.1177/0886260508329123,2083675984,10.1177/0886260508329123
10.1177/0898264312461151,2106031516,10.1177/0898264312461151
10.1177/090756829400200104,2017222257,10.1177/090756829400200104
10.1177/0956247810379946,2144291065,10.1177/0956247810379946
10.1177/1062860618791757,2887712821,10.1177/1062860618791757
10.1177/1088767915624948,2342396767,10.1177/1088767915624948
10.1177/1097184X17730385,2761450133,10.1177/1097184X17730385
10.1177/1362480612441700,2119769247,10.1177/1362480612441700
10.1177/1464884914554167,2318474131,10.1177/1464884914554167
10.1177/1470320313491997,2098970793,10.1177/1470320313491997
10.1177/147470490900700213,2182669542,10.1177/147470490900700213
10.1177/1524839912468885,2083648166,10.1177/1524839912468885
10.1177/154079698400900303,2569451399,10.1177/154079698400900303
10.1177/1559827611404923,2049735950,10.1177/1559827611404923
10.1177/2041669517742177,2774934359,10.1177/2041669517742177
10.1177/2053168016669743,2523246935,10.1177/2053168016669743
10.1177/2158244015576763,2154245891,10.1177/2158244015576763
10.1177/2277977915596245,2569727869,10.1177/2277977915596245
10.1177/8755123314540663,2155236850,10.1177/8755123314540663
10.1345/aph.18247,2133992599,10.1345/aph.18247
10.2190/DVEE-3UML-2HDB-D4XV,2114164913,10.2190/DVEE-3UML-2HDB-D4XV
10.2190/MHUR-4FC9-B187-T8H4,2034350307,10.2190/MHUR-4FC9-B187-T8H4
10.1068/c0421,2013779784,10.1068/c0421
10.1111/j.1468-2982.2004.00751.x,2042123463,10.1111/j.1468-2982.2004.00751.x
10.1111/j.1468-2982.2008.01716.x,2087542270,10.1111/j.1468-2982.2008.01716.x
10.1177/0011128708324664,2124792583,10.1177/0011128708324664
10.1177/0011128712462307,2136618601,10.1177/0011128712462307
10.1177/0013124517721948,2741036396,10.1177/0013124517721948
10.1177/0021909610373892,2137287980,10.1177/0021909610373892
10.1177/002193479702700403,1991334518,10.1177/002193479702700403
10.1177/0022219412469688,2010136375,10.1177/0022219412469688
10.1177/0022427811434830,2167223657,10.1177/0022427811434830
10.1177/0093854816667416,2515203939,10.1177/0093854816667416
10.1177/0143034305060792,2104565912,10.1177/0143034305060792
10.1177/0164027510385011,2010133699,10.1177/0164027510385011
10.1177/0738894213484055,1990442110,10.1177/0738894213484055
10.1177/0884533614542439,2156849368,10.1177/0884533614542439
10.1177/0898264304268147,2081548416,10.1177/0898264304268147
10.1177/0956247808096121,2132972420,10.1177/0956247808096121
10.1177/1043454215600155,2324709650,10.1177/1043454215600155
10.1177/1049731511415550,2049196109,10.1177/1049731511415550
10.1177/105381518200500109,1975028937,10.1177/105381518200500109
10.1177/1057083708317643,2007420161,10.1177/1057083708317643
10.1177/1075547009340337,2080505943,10.1177/1075547009340337
10.1177/1079063213492340,2137628040,10.1177/1079063213492340
10.1177/1088767909353258,2040759190,10.1177/1088767909353258
10.1177/1088767910371182,2124752803,10.1177/1088767910371182
10.1177/1098611109357325,2160898801,10.1177/1098611109357325
10.1177/1357034X04047853,2119711328,10.1177/1357034X04047853
10.1177/1359105315589446,2337203155,10.1177/1359105315589446
10.1177/1464884918770540,2807015319,10.1177/1464884918770540
10.1177/146642400312400110,2017794399,10.1177/146642400312400110
10.1177/1468018107086087,1999414887,10.1177/1468018107086087
10.1177/1470320316667831,2569741337,10.1177/1470320316667831
10.1177/1557988316653182,2418532032,10.1177/1557988316653182
10.1177/2053168015614873,1895334413,10.1177/2053168015614873
10.1177/2055102917729540,2756292335,10.1177/2055102917729540
10.1177/2158244011420452,2101835088,10.1177/2158244011420452
10.1177/2158244013504933,2117582168,10.1177/2158244013504933
10.1177/2158244015573912,2107842485,10.1177/2158244015573912
10.1177/2158244016689377,2603275017,10.1177/2158244016689377
10.1177/2319510X14523108,2467741576,10.1177/2319510X14523108
10.1177/2374373517724349,2753626921,10.1177/2374373517724349
bbk-34,"",""
10.1068/i0530,2149082949,10.1068/i0530
10.1177/0002716208322586,2131581658,10.1177/0002716208322586
10.1177/000271626536100105,2124351289,10.1177/000271626536100105
10.1177/0015732516650805,2501896586,10.1177/0015732516650805
10.1177/0021934707305689,2030569800,10.1177/0021934707305689
10.1177/002200278102500303,2008693296,10.1177/002200278102500303
10.1177/002234337100800103,2017691499,10.1177/002234337100800103
10.1177/0022427812444931,2136419465,10.1177/0022427812444931
10.1177/0033354918804523,2896698151,10.1177/0033354918804523
10.1177/0047117803174004,2056990910,10.1177/0047117803174004
10.1177/008124630803800304,2064259074,10.1177/008124630803800304
10.1177/0095798499025001006,2139304321,10.1177/0095798499025001006
10.1177/0148607108316196,2095483530,10.1177/0148607108316196
10.1177/0164027502242004,2041552419,10.1177/0164027502242004
10.1177/0164027599212002,1982272854,10.1177/0164027599212002
10.1177/0170840616663239,2511869857,10.1177/0170840616663239
10.1177/0276146711435262,2124224719,10.1177/0276146711435262
10.1177/0300060514562054,2169754359,10.1177/0300060514562054
10.1177/0300060514566651,2274028486,10.1177/0300060514566651
10.1177/0306624X06291460,2171746263,10.1177/0306624X06291460
10.1177/0306624X16644501,2345027197,10.1177/0306624X16644501
10.1177/0731684404033375,2048633965,10.1177/0731684404033375
10.1177/0733464815584670,2108708682,10.1177/0733464815584670
10.1177/074193258500600405,2161258090,10.1177/074193258500600405
10.1177/0891242404268639,1997832244,10.1177/0891242404268639
10.1177/0959680116685490,2586221017,10.1177/0959680116685490
10.1177/1024258913480600,2168822760,10.1177/1024258913480600
10.1177/1043986207312585,2014554066,10.1177/1043986207312585
10.1177/1043986215608535,2173129051,10.1177/1043986215608535
10.1177/1049731514564165,2054141819,10.1177/1049731514564165
10.1177/1062860606292863,1972044153,10.1177/1062860606292863
10.1177/1073191106290711,2106103471,10.1177/1073191106290711
10.1177/107755879905600306,2012301380,10.1177/107755879905600306
10.1177/1090198106288950,2164683583,10.1177/1090198106288950
10.1177/109634809902300403,2095672929,10.1177/109634809902300403
10.1177/1099800413500064,2036350362,10.1177/1099800413500064
10.1177/1206331213511722,2140168288,10.1177/1206331213511722
10.1177/1350508407074223,2000858712,10.1177/1350508407074223
10.1177/1355819613493772,2120046953,10.1177/1355819613493772
10.1177/1355819615579700,2333844035,10.1177/1355819615579700
10.1177/1357034X13477458,2108467399,10.1177/1357034X13477458
10.1177/1357633X17692722,2586747442,10.1177/1357633X17692722
10.1177/1367493511419874,2170512156,10.1177/1367493511419874
10.1177/1468796815588620,1938245985,10.1177/1468796815588620
10.1177/147470491501300108,2105604106,10.1177/147470491501300108
10.1177/1524839918786953,2883175788,10.1177/1524839918786953
10.1177/1541204013483779,2168920266,10.1177/1541204013483779
10.1177/15648265060274S502,2328388509,10.1177/15648265060274S502
10.1177/1740774515591983,1911818816,10.1177/1740774515591983
10.1177/1740774517707743,2613905750,10.1177/1740774517707743
10.1177/2050157918759571,2802878720,10.1177/2050157918759571
10.1177/2158244013504575,1973929762,10.1177/2158244013504575
10.1177/2158244014561206,2158840127,10.1177/2158244014561206
10.1177/2158244016657858,2474072015,10.1177/2158244016657858
10.1177/2167696814539327,1984481751,10.1177/2167696814539327
10.1177/2321024916640095,2419636703,10.1177/2321024916640095
10.2190/3D0C-QREW-1M5W-VDUU,2163468208,10.2190/3D0C-QREW-1M5W-VDUU
10.7227/JACE.21.1.4,2547136414,10.7227/JACE.21.1.4
bbk-222,"",""
bbk-28,"",""
bbk-80,"",""
10.1177/0009922815569202,2005560195,10.1177/0009922815569202
10.1177/0020872812454312,2117595315,10.1177/0020872812454312
10.1177/002196570805100104,2568854848,10.1177/002196570805100104
10.1177/0022022107308585,2133620340,10.1177/0022022107308585
10.1177/0049124115578030,2041072161,10.1177/0049124115578030
10.1177/0095399705278591,2313410819,10.1177/0095399705278591
10.1177/0192513X02023003004,2114879982,10.1177/0192513X02023003004
