,pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
2676,3389.pdf,2014-10-01,3389,3389.txt,Infidelity and Kin Selection: Does Cheating Seem as Bad when it's “All in the Family”?,10.1177/147470491401200402
2677,3390.pdf,2014-01-01,3390,3390.txt,Is the Perception of 3D Shape from Shading Based on Assumed Reflectance and Illumination?,10.1068/i0645
2678,3391.pdf,2016-01-25,3391,3391.txt,Serum levels of thyroid hormones and thyroid stimulating hormone in patients with biliogenic and hyperlipidaemic acute pancreatitis: Difference and value in predicting disease severity,10.1177/0300060515618052
2679,3392.pdf,2016-07-10,3392,3392.txt,Diagnostic value of elevated serum miRNA-143 levels in sepsis,10.1177/0300060516645003
2680,3393.pdf,2017-04-01,3393,3393.txt,"Density, race, and vote choice in the 2008 and 2012 presidential elections",10.1177/2053168017702989
2681,3394.pdf,2015-03-20,3394,3394.txt,Three-Stage Data Envelopment Analysis as a Tool for Nurse Leader Performance Appraisals,10.1177/2158244015577666
2682,3395.pdf,2014-05-30,3395,3395.txt,Organizational Diagnosis in Project-Based Companies,10.1177/2158244014537498
2683,3396.pdf,2016-08-09,3396,3396.txt,Developing a feeling for error: Practices of monitoring and modelling air pollution data,10.1177/2053951716658061
2684,3397.pdf,2007-04-01,3397,3397.txt,Information Behavior: A Socio-Cognitive Ability,10.1177/147470490700500201
2685,3398.pdf,2016-01-19,3398,3398.txt,The Search for Innovative Ideas,10.1177/2158244015621954
2686,3399.pdf,2014-10-07,3399,3399.txt,The Use of Computer-Assisted Instruction as an Instructional Tool to Teach Social Stories to Individuals Who Have Been Diagnosed on the Autism Spectrum,10.1177/2158244014554205
2687,3400.pdf,2014-03-04,3400,3400.txt,"Absence of association between atherosclerotic cerebral infarction and TNFSF4/TNFRSF4 single nucleotide polymorphisms rs1234313, rs1234314 and rs17568 in a Chinese population",10.1177/0300060514521154
2688,3401.pdf,2016-04-20,3401,3401.txt,The Niger Delta Amnesty Program,10.1177/2158244016654522
2689,3402.pdf,2015-12-23,3402,3402.txt,Digital methodologies of education governance: Pearson plc and the remediation of methods,10.1177/1474904115612485
2690,3403.pdf,2017-11-29,3403,3403.txt,Perspective Space as a Model for Distance and Size Perception,10.1177/2041669517735541
2691,3404.pdf,2016-01-16,3404,3404.txt,"Hospital Prices Increase in California, Especially Among Hospitals in the Largest Multi-hospital Systems",10.1177/0046958016651555
2692,3405.pdf,2015-11-08,3405,3405.txt,Reconsidering Visual Search,10.1177/2041669515614670
2693,3406.pdf,2016-07-08,3406,3406.txt,Moral Chivalry,10.1177/1948550616647448
2694,3407.pdf,2015-11-04,3407,3407.txt,Survival Processing and the Stroop Task,10.1177/1474704915613912
2695,3408.pdf,2017-07-01,3408,3408.txt,"Exploring the Relationship Between Job Quality, Performance Management, and Career Initiative: A Two-Level, Two-Actor Study",10.1177/2158244017721734
2696,3409.pdf,2017-02-23,3409,3409.txt,"Hand grip strength determination for healthy males in Saudi Arabia: A study of the relationship with age, body mass index, hand length and forearm circumference using a hand-held dynamometer",10.1177/0300060516688976
2697,3410.pdf,2017-05-19,3410,3410.txt,Who Uses a Price Transparency Tool? Implications for Increasing Consumer Engagement,10.1177/0046958017709104
2698,3411.pdf,2017-01-01,3411,3411.txt,The Importance of Documenting and Including Traditional Wisdom in Community-Based Ecotourism Planning,10.1177/2158244016681048
2699,3412.pdf,2017-12-21,3412,3412.txt,Trauma as counter-revolutionary colonisation: Narratives from (post)revolutionary Egypt,10.1177/1755088217748970
2700,3413.pdf,2011-07-01,3413,3413.txt,The Affective Quality of Human-Natural Environment Relationships,10.1177/147470491100900314
2701,3414.pdf,2014-11-24,3414,3414.txt,The backer–developer connection: Exploring crowdfunding’s influence on video game production,10.1177/1461444814558910
2702,3415.pdf,2015-08-20,3415,3415.txt,“Who are these people?” Evaluating the demographic characteristics and political preferences of MTurk survey respondents,10.1177/2053168015604648
2703,3416.pdf,2017-03-29,3416,3416.txt,Do mothers with high sodium levels in their breast milk have high depression and anxiety scores?,10.1177/0300060517700013
2704,3417.pdf,2017-01-01,3417,3417.txt,Investigating Parental Beliefs Concerning Facilitators and Barriers to the Physical Activity in Down Syndrome and Typical Development,10.1177/2158244016687799
2705,3418.pdf,2013-04-14,3418,3418.txt,Passing the Dinner Table Test,10.1177/2158244013484734
2706,3419.pdf,2016-06-03,3419,3419.txt,Dimensions of Women’s Mate Preferences,10.1177/1474704916651443
2707,3420.pdf,2016-04-07,3420,3420.txt,Examining Ethical Reasoning and Transformational Leadership Style in Nigeria Public Sector,10.1177/2158244016635256
2708,3421.pdf,2012-12-20,3421,3421.txt,"Evolution in the Office: How Evolutionary Psychology Can Increase Employee Health, Happiness, and Productivity",10.1177/147470491201000502
2709,3422.pdf,2014-04-07,3422,3422.txt,Facilitators and Impediments for Elective Music and Sport in Adolescent Males,10.1177/2158244014529779
2710,3423.pdf,2016-04-20,3423,3423.txt,Jeff Foxworthy’s Redneck Humor and the Boundaries of Middle-Class American Whiteness,10.1177/2158244016647772
2711,3424.pdf,2015-10-12,3424,3424.txt,Association of the insertion allele of the common ACE gene polymorphism with type 2 diabetes mellitus among Kuwaiti cardiovascular disease patients,10.1177/1470320315610255
2712,3425.pdf,2016-08-01,3425,3425.txt,"Rights of Passage: On Doors, Technology, and the Fourth Amendment",10.1177/1743872114520893
2713,3426.pdf,2015-08-17,3426,3426.txt,"Vote Choice, Ideology, and Social Dominance Orientation Influence Preferences for Lower Pitched Voices in Political Candidates",10.1177/1474704915600576
2714,3427.pdf,2016-10-27,3427,3427.txt,The frequency and severity of metabolic acidosis related to topiramate,10.1177/0300060516669897
2715,3428.pdf,2017-03-01,3428,3428.txt,Is imperfection becoming easier to live with for doctors?,10.1177/1477750916682618
2716,3429.pdf,2008-01-01,3429,3429.txt,The Bilingual Brain Revisited: A Comment on Hagen (2008),10.1177/147470490800600120
2717,3430.pdf,2017-07-01,3430,3430.txt,Youthful hours: Shifting poll-opening times manipulates voter demographics,10.1177/2053168017720590
2718,3431.pdf,2015-08-24,3431,3431.txt,How to Get the Full Prism Effect,10.1177/2041669515599308
2719,3432.pdf,2012-01-01,3432,3432.txt,Artful Terms: A Study on Aesthetic Word Usage for Visual Art versus Film and Music,10.1068/i0511aap
2720,3433.pdf,2017-03-17,3433,3433.txt,Medicare Expenditures Associated With Hospital and Emergency Department Use Among Beneficiaries With Dementia,10.1177/0046958017696757
2721,3434.pdf,2015-07-10,3434,3434.txt,Active Versus Passive Acquisition of Spatial Knowledge While Controlling a Vehicle in a Virtual Urban Space in Drivers and Non-Drivers,10.1177/2158244015595443
2722,3435.pdf,2014-04-01,3435,3435.txt,"The analgesic efficacy and safety of nefopam in patient-controlled analgesia after cardiac surgery: A randomized, double-blind, prospective study",10.1177/0300060514525351
2723,3436.pdf,2017-04-01,3436,3436.txt,Barriers to Provision of Lifestyle Counseling to Cancer Survivors: A Theory of Planned Behavior Study,10.1177/2158244017709045
2724,3437.pdf,2012-10-01,3437,3437.txt,From “Chastity As a Gift” to “Doing It As a Sign of Love”,10.1177/2158244012467341
2725,3438.pdf,2014-06-11,3438,3438.txt,Plain Language and Organizational Challenges,10.1177/2158244014539517
2726,3439.pdf,2017-02-01,3439,3439.txt,Pioneering developments of marine renewable energy in Australia,10.1177/1759313116684525
2727,3440.pdf,2015-01-28,3440,3440.txt,Between technical features and analytic capabilities: Charting a relational affordance space for digital social analytics,10.1177/2053951714568727
2728,3441.pdf,2013-10-01,3441,3441.txt,Sex Differences in Attitudes toward Partner Infidelity,10.1177/147470491301100407
2729,3442.pdf,2017-01-01,3442,3442.txt,Medical Students’ Child Health Experience in Primary Schools,10.1177/2158244017700461
2730,3443.pdf,2014-11-25,3443,3443.txt,Children’s Emotional and Behavioral Problems and Their Mothers’ Labor Supply,10.1177/0046958014557946
2731,3444.pdf,2011-10-01,3444,3444.txt,A Narrow Definition of Insanity Opined by Medical Experts in the Oliver Smith Will Case in 1847,10.1177/2158244011431738
2732,3445.pdf,2018-01-22,3445,3445.txt,Is there a parliamentary peace? Parliamentary veto power and military interventions from Kosovo to Daesh,10.1177/1369148117745859
2733,3446.pdf,2016-04-20,3446,3446.txt,Development and Validation of an 18-Item Medium Form of the Ravens Advanced Progressive Matrices,10.1177/2158244016651915
2734,3447.pdf,2015-03-17,3447,3447.txt,Comparison of benazepril and losartan on endothelial function and vascular stiffness in patients with Type 2 diabetes mellitus and hypertension: A randomized controlled trial,10.1177/1470320315573681
2735,3448.pdf,2013-01-08,3448,3448.txt,Neural and Oligodendrocyte Progenitor Cells: Transferrin Effects on Cell Proliferation,10.1042/AN20120075
2736,3449.pdf,2014-10-07,3449,3449.txt,Exploring Metalinguistic Knowledge of Low to Intermediate Proficiency EFL Students in Japan,10.1177/2158244014553601
2737,3450.pdf,2015-07-10,3450,3450.txt,Individual Consultations,10.1177/2158244015607936
2738,3451.pdf,2014-08-20,3451,3451.txt,The effects of siRNA-silenced TRPC6 on podocyte autophagy and apoptosis induced by AngII,10.1177/1470320314543724
2739,3452.pdf,2011-07-01,3452,3452.txt,Spatial Distance Regulates Sex-Specific Feelings to Suspected Sexual and Emotional Infidelity,10.1177/147470491100900310
2740,3453.pdf,2016-04-20,3453,3453.txt,Treatment Adherence and Quality of Life in Diabetes Mellitus Patients in Indonesia,10.1177/2158244016643748
2741,3454.pdf,2017-07-01,3454,3454.txt,Adult Attachment Style and Political Ideology,10.1177/2158244017724493
2742,3455.pdf,2016-04-20,3455,3455.txt,Utilization of E-Counseling in Career Information Dissemination Among Undergraduates of Federal Universities in South East Nigeria,10.1177/2158244016655586
2743,3456.pdf,2018-04-01,3456,3456.txt,Human Body Odour Composites Are Not Perceived More Positively than the Individual Samples,10.1177/2041669518766367
2744,3457.pdf,2014-09-17,3457,3457.txt,Plasma renin level and aldosterone to renin ratio are associated with presence of carotid plaques in patients with stable coronary artery disease,10.1177/1470320314548743
2745,3458.pdf,2017-10-01,3458,3458.txt,A Job and a Sufficient Income Is Not Enough: The Needs of the Dutch Precariat,10.1177/2158244017749069
2746,3459.pdf,2013-08-13,3459,3459.txt,Reminders as Interactive and Embodied Tools for Socially Distributed and Situated Remembering,10.1177/2158244013501331
2747,3460.pdf,2014-06-25,3460,3460.txt,Comparison of continuous subcutaneous insulin infusion and multiple daily insulin injections in Chinese patients with type 2 diabetes mellitus,10.1177/0300060514533523
2748,3461.pdf,2016-09-27,3461,3461.txt,Cell-free DNA increase over first 48 hours in emergency intensive care unit predicts fatal outcome in patients with shock,10.1177/0300060516650785
2749,3462.pdf,2016-10-01,3462,3462.txt,The Connection Between the Woman’s Christian Temperance Union and the Prohibition Party,10.1177/2158244016684373
2750,3463.pdf,2003-01-01,3463,3463.txt,Mechanistic Basis for Nonlinear Dose-Response Relationships for Low-Dose Radiation-Induced Stochastic Effects,10.1080/15401420390844492
2751,3464.pdf,2014-07-10,3464,3464.txt,Big Data in the 1800s in surgical science: A social history of early large data set development in urologic surgery in Paris and Glasgow,10.1177/2053951714543701
2752,3465.pdf,2017-01-30,3465,3465.txt,Use of and microbial resistance to antibiotics in China: a path to reducing antimicrobial resistance,10.1177/0300060516686230
2753,3466.pdf,2007-07-01,3466,3466.txt,The Functional Design of Depression's Influence on Attention: A Preliminary Test of Alternative Control-Process Mechanisms,10.1177/147470490700500308
2754,3467.pdf,2012-11-23,3467,3467.txt,Long-term treatment with ramipril favourably modifies the haemostatic response to acute submaximal exercise in hypertensives,10.1177/1470320312466125
2755,3468.pdf,2018-01-01,3468,3468.txt,High prevalence of irritable bowel syndrome-type symptoms in microscopic colitis: implications for treatment,10.1177/1756284818783600
2756,3469.pdf,2016-09-01,3469,3469.txt,Synovial fluid from patients with rheumatoid arthritis modulates monocyte cell-surface phenotype,10.1177/0300060515593231
2757,3470.pdf,2015-01-28,3470,3470.txt,Outcome of posterior cruciate ligament reconstruction using the single- versus double bundle technique: A meta-analysis,10.1177/0300060514564474
2758,3471.pdf,2017-06-15,3471,3471.txt,Hospital Capital Investment During the Great Recession,10.1177/0046958017708399
2759,3472.pdf,2015-12-01,3472,3472.txt,Big Data and reality,10.1177/2053951715608877
2760,3473.pdf,2015-05-26,3473,3473.txt,Luo Shu,10.1177/2158244015585828
2761,3474.pdf,2011-04-01,3474,3474.txt,Conceptualizing the Autism Spectrum in Terms of Natural Selection and Behavioral Ecology: The Solitary Forager Hypothesis,10.1177/147470491100900209
2762,3475.pdf,2016-07-24,3475,3475.txt,Income inequality and fear of crime across the European region,10.1177/1477370816648993
2763,3476.pdf,2013-03-12,3476,3476.txt,"Fetal kidney programming by severe food restriction: Effects on structure, hormonal receptor expression and urinary sodium excretion in rats",10.1177/1470320313481081
2764,3477.pdf,2017-06-12,3477,3477.txt,Effects of the acetabular fracture index and other factors of posterior wall acetabular fracture on functional outcome,10.1177/0300060517709816
2765,3478.pdf,2016-10-12,3478,3478.txt,Parents as researchers: collaborative ethnography with parents,10.1177/1468794116672913
2766,3479.pdf,2014-03-27,3479,3479.txt,"Proinflammatory-Activated Glioma Cells Induce a Switch in Microglial Polarization and Activation Status, From a Predominant M2b Phenotype to a Mixture of M1 and M2a/B Polarized Cells",10.1042/AN20130045
2767,3480.pdf,2014-07-08,3480,3480.txt,Optimal dose of dexmedetomidine for attenuating cardiovascular response during emergence in patients undergoing total laparoscopic hysterectomy,10.1177/0300060514531925
2768,3481.pdf,2014-06-24,3481,3481.txt,Serum miR-9 as a prognostic biomarker in patients with osteosarcoma,10.1177/0300060514534643
2769,3482.pdf,2014-04-17,3482,3482.txt,Effect of intravenous general anaesthesia with epidural block on the expression of pre-endogenous opioid peptide genes,10.1177/0300060513515642
2770,3483.pdf,2005-01-01,3483,3483.txt,The Effect of Age on Death Disgust: Challenges to Terror Management Perspectives,10.1177/147470490500300120
2771,3484.pdf,2016-07-10,3484,3484.txt,Distance from Dura mater to spinal cord at the thoracic vertebral level: An introductory study on local subdural geometry for thoracic epidural block,10.1177/0300060516652751
2772,3485.pdf,2014-12-18,3485,3485.txt,Catch Them Before They Fall,10.1177/2158244014560524
2773,3486.pdf,2017-02-07,3486,3486.txt,Beyond journalism: Theorizing the transformation of journalism,10.1177/1464884916688550
2774,3487.pdf,2014-11-23,3487,3487.txt,Preventing Restraint and Seclusion,10.1177/2158244014556641
2775,3488.pdf,2015-05-12,3488,3488.txt,Selection of Statistical Software for Solving Big Data Problems,10.1177/2158244015584379
2776,3489.pdf,2016-01-25,3489,3489.txt,Problems With Sociology Education in Turkey on Its 100th Anniversary,10.1177/2158244016628589
2777,3490.pdf,2016-10-26,3490,3490.txt,Simplified Approach Charts Improve Data Retrieval Performance,10.1177/1555343416675556
2778,3491.pdf,2016-08-30,3491,3491.txt,"Grammar-Related Semantic Losses in the Translation of the Holy Quran, with Special Reference to Surah Al A’araf (The Heights)",10.1177/2158244016661750
2779,3492.pdf,2016-10-01,3492,3492.txt,Research note: “Should we stay or should we go? Exploring the outcomes of great power retrenchment”,10.1177/2053168016682888
2780,3493.pdf,2017-07-01,3493,3493.txt,Comparisons of health-related and appearance-related smoking risk perceptions and worry on motivation to quit,10.1177/2055102917729541
2781,3494.pdf,2017-10-01,3494,3494.txt,"Meaning-Making Exercise Using Images and Soundscape: The Case of San Pedro Street, Davao City, Philippines",10.1177/2158244017736355
2782,3495.pdf,2014-05-30,3495,3495.txt,User-Centered Design and Augmentative and Alternative Communication Apps for Children With Autism Spectrum Disorders,10.1177/2158244014537501
2783,3496.pdf,2009-01-01,3496,3496.txt,Is a Successful High-K Fitness Strategy Associated with Better Mental Health?,10.1177/147470490900700104
2784,3497.pdf,2014-08-12,3497,3497.txt,HomoKult,10.1177/2158244014551719
2785,3498.pdf,2013-08-05,3498,3498.txt,"Violence Against Women With Disability in Mumbai, India",10.1177/2158244013499144
2786,3499.pdf,2016-08-30,3499,3499.txt,Educators as Referrers for Central Auditory Processing Assessments,10.1177/2158244016665894
2787,3500.pdf,2017-07-01,3500,3500.txt,“Who Doesn’t Want to Be This Hot Mom?”: Celebrity Mom Profiles and Mothers’ Accounts of Their Postpartum Bodies,10.1177/2158244017720562
2788,3501.pdf,2017-10-01,3501,3501.txt,Analytical View of Bahrain’s Government Schools’ Performance: A Quality Perspective,10.1177/2158244017736555
2789,3502.pdf,2010-10-01,3502,3502.txt,"Sexual Dimorphism in Stature (SDS), Jealousy and Mate Retention",10.1177/147470491000800401
2790,3503.pdf,2015-01-21,3503,3503.txt,Breast is best: Positive mealtime interactions in breastfeeding mothers from Israel and the United Kingdom,10.1177/2055102915579605
2791,3504.pdf,2018-07-01,3504,3504.txt,Self-assessment in Massive Open Online Courses,10.1177/2042753018784950
2792,3505.pdf,2015-10-19,3505,3505.txt,"Single, Divorced, or Separated? Factors That Impact the Lives of Women Who Are Heads of Household in Lima, Peru",10.1177/2158244015611713
2793,3506.pdf,2015-10-15,3506,3506.txt,Ultrastructural Correlates of Enhanced Norepinephrine and Neuropeptide Y Cotransmission in the Spontaneously Hypertensive Rat Brain,10.1177/1759091415610115
2794,3507.pdf,2015-06-04,3507,3507.txt,UN Census “Households” and Local Interpretations in Africa Since Independence,10.1177/2158244015589353
2795,3508.pdf,2016-09-26,3508,3508.txt,"An Orientation Dependent Size Illusion Is Underpinned by Processing in the Extrastriate Visual Area, LO1",10.1177/2041669516667628
2796,3509.pdf,2017-04-01,3509,3509.txt,An Assessment of Care-Seeking Behavior in Asikuma-Odoben-Brakwa District: A Triple Pluralistic Health Sector Approach,10.1177/2158244017710688
2797,3510.pdf,2015-03-30,3510,3510.txt,ROS Produced by NOX2 Controls In Vitro Development of Cerebellar Granule Neurons Development,10.1177/1759091415578712
2798,3511.pdf,2013-11-01,3511,3511.txt,"Hospitalization, Later Onset of the Disease, and Psychological Problems of Chronically Ill Children",10.1177/2158244013500279
2799,3512.pdf,2013-04-14,3512,3512.txt,Not All Avoidance Help Seekers Are Created Equal,10.1177/2158244013484916
2800,3513.pdf,2015-04-10,3513,3513.txt,Learning Strategy Training and the Shift in Learners’ Beliefs About Language Learning,10.1177/2158244015579726
2801,3514.pdf,2017-01-24,3514,3514.txt,Branding Palliative Care Units by Avoiding the Terms “Palliative” and “Hospice”,10.1177/0046958016686449
2802,3515.pdf,2018-04-26,3515,3515.txt,A systematic meta-review of self-management support for people with dementia,10.1177/1471301218772894
2803,3516.pdf,2013-03-28,3516,3516.txt,Iron Oxide Magnetic Nanoparticles Highlight Early Involvement of the Choroid Plexus in Central Nervous System Inflammation,10.1042/AN20120081
2804,3517.pdf,2014-07-10,3517,3517.txt,"The emerging role of Big Data in key development issues: Opportunities, challenges, and concerns",10.1177/2053951714564227
2805,3518.pdf,2015-04-15,3518,3518.txt,Self-Esteem Deficits Among Psychiatric Patients,10.1177/2158244015581649
2806,3519.pdf,2017-05-16,3519,3519.txt,"Big Data, urban governance, and the ontological politics of hyperindividualism",10.1177/2053951716682537
2807,3520.pdf,2014-01-07,3520,3520.txt,A Comparison of Deaf College Students’ and Hard of Hearing College Students’ Experiences and Risk Factors of Psychological and Physical Abuse,10.1177/2158244013518930
2808,3521.pdf,2016-11-11,3521,3521.txt,The SURMetaGIT study: Design and rationale for a prospective pan-omics examination of the gastrointestinal response to Roux-en-Y gastric bypass surgery,10.1177/0300060516667862
2809,3522.pdf,2017-10-04,3522,3522.txt,Comparing Health Care Financial Burden With an Alternative Measure of Unaffordability,10.1177/0046958017732960
2810,3523.pdf,2014-06-24,3523,3523.txt,Angiotensin III induces signal transducer and activator of transcription 3 and interleukin-6 mRNA levels in cultured rat astrocytes,10.1177/1470320314534509
2811,3524.pdf,2017-02-01,3524,3524.txt,Optimal design of air turbines for oscillating water column wave energy systems: A review,10.1177/1759313117693639
2812,3525.pdf,2017-07-01,3525,3525.txt,"The Seven Words You Can Never Say on Television: Increases in the Use of Swear Words in American Books, 1950-2008",10.1177/2158244017723689
2813,3526.pdf,2016-09-01,3526,3526.txt,Psychopathic Inclination Among Incarcerated Youth of Hazara Division Pakistan,10.1177/2158244016671558
2814,3527.pdf,2016-04-01,3527,3527.txt,Real-time earthquake monitoring at the Indian Tsunami Early Warning System for tsunami advisories in the Indian Ocean,10.1177/1759313115623164
2815,3528.pdf,2014-12-01,3528,3528.txt,Understanding Preschool Teachers’ Emotional Support as a Function of Center Climate,10.1177/2158244014560728
2816,3529.pdf,2015-01-30,3529,3529.txt,Internalization and Axonal Transport of the HIV Glycoprotein gp120,10.1177/1759091414568186
2817,3530.pdf,2010-11-11,3530,3530.txt,Dual Vulnerability of Tau to Calpains and Caspase-3 Proteolysis Under Neurotoxic and Neurodegenerative Conditions,10.1042/AN20100012
2818,3531.pdf,2016-11-16,3531,3531.txt,Facing the Spectator,10.1177/2041669516675181
2819,3532.pdf,2015-12-31,3532,3532.txt,Trends in risk of recurrence after the first ischemic stroke in adults younger than 55 years of age in Sweden,10.1177/1747493015607519
2820,3533.pdf,2014-08-04,3533,3533.txt,The clinical value of dynamic contrast-enhanced magnetic resonance imaging at 3.0T to detect prostate cancer,10.1177/0300060514541827
2821,3534.pdf,2017-02-01,3534,3534.txt,Changed priorities ahead: Journalists’ shifting role perceptions when covering public health crises,10.1177/1464884917692820
2822,3535.pdf,2018-02-21,3535,3535.txt,‘Sexual misery’ or ‘happy British Muslims’?: Contemporary depictions of           Muslim sexuality,10.1177/1468796818757263
2823,3536.pdf,2006-01-01,3536,3536.txt,Explaining Below-Replacement Fertility and Increasing Childlessness in Wealthy Countries: Legacy Drive and the “Transmission Competition” Hypothesis,10.1177/147470490600400125
2824,3537.pdf,2018-06-02,3537,3537.txt,Cartilage Quality (dGEMRIC Index) Following Knee Joint Distraction or High Tibial Osteotomy,10.1177/1947603518777578
2825,3538.pdf,2013-04-15,3538,3538.txt,The Diversity Policy Model and Assessment of the Policy,10.1177/2158244013492780
2826,3539.pdf,2017-06-23,3539,3539.txt,Evaluation of variation in coagulation among children with Mycoplasma pneumoniae pneumonia: a case–control study,10.1177/0300060517709613
2827,3540.pdf,2014-07-27,3540,3540.txt,Effects of exercise on central aortic pressure before and after treatment with renin–angiotensin system blockade in patients with hypertension,10.1177/1470320314538879
2828,3541.pdf,2013-12-16,3541,3541.txt,Role of Glycogenolysis in Stimulation of ATP Release from Cultured Mouse Astrocytes by Transmitters and High K+ Concentrations,10.1042/AN20130040
2829,3542.pdf,2012-04-17,3542,3542.txt,Developing Effective Clinical Trainers,10.1177/2158244012448486
2830,3543.pdf,2017-04-01,3543,3543.txt,Developing and Applying a Framework for Assessing the Research Quality of Qualitative Project Methods in the EU Project SECUR-ED,10.1177/2158244017710291
2831,3544.pdf,2014-01-07,3544,3544.txt,Antecedents and Moderators of Software Professionals’ Performance,10.1177/2158244014521436
2832,3545.pdf,2015-07-10,3545,3545.txt,The Experiences of Israeli Early Childhood Educators Working With Children of Ethiopian Background,10.1177/2158244015607454
2833,3546.pdf,2015-12-23,3546,3546.txt,"Media Event, Racial Ramblings, or Both? An Analysis of Media Coverage of the Tamworth Council Sudanese Refugees Resettlement Case (2006)",10.1177/2158244015621600
2834,3547.pdf,2015-08-31,3547,3547.txt,Regional and inter-regional economic rules and the enforcement of the right to health: The case of Colombia,10.1177/1468018115599821
2835,3548.pdf,2018-04-13,3548,3548.txt,Food in fashion modelling: Eating as an aesthetic and moral practice,10.1177/1466138118769914
2836,3549.pdf,2016-07-01,3549,3549.txt,Equidistant Intervals in Perspective Photographs and Paintings,10.1177/2041669516662666
2837,3550.pdf,2017-05-29,3550,3550.txt,Employing meta-ethnography in the analysis of qualitative data sets on youth activism: a new tool for transnational research projects?,10.1177/1468794117707805
2838,3551.pdf,2016-10-17,3551,3551.txt,Sexual Regret,10.1177/1474704916682903
2839,3552.pdf,2014-08-28,3552,3552.txt,Prevalence of glucose-6-phosphate dehydrogenase deficiency and the role of the A− variant in a Saudi population,10.1177/0300060514531923
2840,3553.pdf,2015-03-17,3553,3553.txt,The Experiences of South-Western Taiwanese Male Adolescents Controlling Their Smoking After Exposure to an Education Program,10.1177/2158244015569668
2841,3554.pdf,2014-08-12,3554,3554.txt,Metacognitive Attributes and Liberated Progress,10.1177/2158244014547178
2842,3555.pdf,2015-06-01,3555,3555.txt,An Intelligent Project Management Maturity Model for Moroccan Engineering Companies,10.1177/0256090915590329
2843,3556.pdf,2013-04-15,3556,3556.txt,Intercultural Capital,10.1177/2158244013486117
2844,3557.pdf,2018-02-26,3557,3557.txt,Comparative ruralism and ‘opening new windows’ on                     gentrification,10.1177/2043820617752035
2845,3558.pdf,2004-07-01,3558,3558.txt,Comparison In Vivo Study of Genotoxic Action of High- Versus Very Low Dose-Rate γ-Irradiation,10.1080/15401420490507521
2846,3559.pdf,2016-04-20,3559,3559.txt,"A Documentation of Some Traditional Aspects of Wood Consumption in Anaocha, Nigeria",10.1177/2158244016649417
2847,3560.pdf,2014-05-19,3560,3560.txt,Comparing White and Asian American Adolescents’ Perceived Parental Expectations and Their Sexual Behaviors,10.1177/2158244014535411
2848,3561.pdf,2017-01-01,3561,3561.txt,Hair cortisol and lifetime discrimination: Moderation by subjective social status,10.1177/2055102917695176
2849,3562.pdf,2017-07-01,3562,3562.txt,Withdrawal of Land Plots for Public Needs in Russia: Problems and Ways of Search of Balance of Private and Public Interests,10.1177/2158244017721584
2850,3563.pdf,2016-08-01,3563,3563.txt,Young adults’ reasons for dropout from residential substance use disorder treatment,10.1177/1473325016654559
2851,3564.pdf,2018-04-16,3564,3564.txt,Effects of a golf swing intervention on senior golfers’ ball striking and motivation to play golf,10.1177/1747954118764179
2852,3565.pdf,2016-01-25,3565,3565.txt,Laboratory Learning in a Research Methods Course,10.1177/2158244016636180
2853,3566.pdf,2017-04-01,3566,3566.txt,Different metabolic responses induced by long-term interdisciplinary therapy in obese adolescents related to ACE I/D polymorphism,10.1177/1470320317703451
2854,3567.pdf,2014-10-06,3567,3567.txt,Expression of classical components of the renin-angiotensin system in the human eye,10.1177/1470320314549791
2855,3568.pdf,2015-03-03,3568,3568.txt,Ijebu Ode’s Ojude Oba Festival,10.1177/2158244015574640
2856,3569.pdf,2018-07-01,3569,3569.txt,Diamond Patterns: Cumulative Cornsweet Effects and Motion-Induced Brightening,10.1177/2041669518770690
2857,3570.pdf,2017-02-13,3570,3570.txt,Thymoma metastatic to liver and pancreas: case report and review of the literature,10.1177/0300060516680673
2858,3571.pdf,2014-04-29,3571,3571.txt,How Emergent Roles and Structures Create Trust in Hastily Formed Interorganizational Teams,10.1177/2158244014533555
2859,3572.pdf,2004-10-01,3572,3572.txt,"Enhancement of Cognitive and Electrophysiological Measures of Hippocampal Functioning in Rats by a Low, but Not High, Dose of Dehydroepiandrosterone Sulfate (DHEAS)",10.1080/15401420490900290
2860,3573.pdf,2017-04-01,3573,3573.txt,Estimating the Illumination Direction From Three-Dimensional Texture of Brownian Surfaces,10.1177/2041669517701947
2861,3574.pdf,2005-01-01,3574,3574.txt,Introductory Psychology Texts as a View of Sociobiology/Evolutionary Psychology's Role in Psychology,10.1177/147470490500300124
2862,3575.pdf,2014-03-04,3575,3575.txt,Intrathecal bupivacaine or levobupivacaine: Which should be used for elderly patients?,10.1177/0300060513496737
2863,3576.pdf,2012-12-20,3576,3576.txt,An Evolutionary Perspective on Health Psychology: New Approaches and Applications,10.1177/147470491201000508
2864,3577.pdf,2010-04-01,3577,3577.txt,Handgrip Strength and Socially Dominant Behavior in Male Adolescents,10.1177/147470491000800207
2865,3578.pdf,2015-08-18,3578,3578.txt,The role of Aboriginal community attachment in promoting lifestyle changes after hepatitis C diagnosis,10.1177/2055102915601581
2866,3579.pdf,2014-01-01,3579,3579.txt,Seeing the World Topsy-Turvy: The Primary Role of Kinematics in Biological Motion Inversion Effects,10.1068/i0612
