pdf_file_name,pub_date,publication_id,text_file_name,title,unique_identifier
5040.pdf,2014-01-01,5040,5040.txt,Do We Know others' Visual Liking?,10.1068/i0661
5041.pdf,2016-12-01,5041,5041.txt,"Solving Traffic Problems in the State of Kerala, India: Forecasting, Regression and Simulation Models",10.1177/0256090916675532
5042.pdf,2013-01-01,5042,5042.txt,Perception of Length to Width Relations of City Squares,10.1068/i0553
5043.pdf,2018-05-18,5043,5043.txt,‘The Pope’s own hand outstretched’: Holy See diplomacy as a hybrid mode of diplomatic agency,10.1177/1369148118772247
5044.pdf,2017-11-06,5044,5044.txt,"State of urgency: Surveillance, power, and algorithms in France’s state of emergency",10.1177/2053951717736338
5045.pdf,2014-08-12,5045,5045.txt,Commodities and Stock Investment,10.1177/2158244014548846
5046.pdf,2013-11-01,5046,5046.txt,Political Economy of Epidemic Kidney Disease in Sri Lanka,10.1177/2158244013511827
5047.pdf,2008-04-01,5047,5047.txt,Big Five Traits Related to Short-Term Mating: From Personality to Promiscuity across 46 Nations,10.1177/147470490800600204
5048.pdf,2014-07-08,5048,5048.txt,"Individual Differences in Disgust Sensitivity Do Not Influence Moral Reasoning, but a Discipline-Specific Ethics Course Does",10.1177/2158244014541774
5049.pdf,2018-03-30,5049,5049.txt,Homicide clearance in Western Europe,10.1177/1477370818764840
5050.pdf,2015-06-15,5050,5050.txt,Rising to the Challenge,10.1177/2158244015590163
5051.pdf,2013-04-01,5051,5051.txt,A Slow Life History is Related to a Negative Attitude towards Cousin Marriages: A Study in Three Ethnic Groups in Mexico,10.1177/147470491301100215
5052.pdf,2018-05-01,5052,5052.txt,View From Outside the Viewing Sphere,10.1177/2041669518774806
5053.pdf,2016-02-29,5053,5053.txt,A New Angle on Object-Background Effects in Vection,10.1177/2041669516631695
5054.pdf,2015-08-20,5054,5054.txt,The Signaling Theory of Symptoms,10.1177/1474704915600559
5055.pdf,2016-01-25,5055,5055.txt,“A plus Dans le Bus”,10.1177/2158244016629393
5056.pdf,2016-09-30,5056,5056.txt,Pharmacokinetics and pharmacodynamics of an orally disintegrating tablet formulation of dexlansoprazole,10.1177/1756283X16670073
5057.pdf,2014-06-11,5057,5057.txt,Sustainability and Food & Nutrition Security,10.1177/2158244014539169
5058.pdf,2013-10-07,5058,5058.txt,The Use of Cohesive Devices in Descriptive Writing by Omani Student-Teachers,10.1177/2158244013506715
5059.pdf,2016-09-01,5059,5059.txt,Influence of body mass index and weight on etanercept efficacy in patients with psoriasis: A retrospective study,10.1177/0300060515593254
5060.pdf,2015-09-07,5060,5060.txt,Length of Stay and Inpatient Costs Under Medicaid Managed Care in Florida,10.1177/0046958015610762
5061.pdf,2015-09-01,5061,5061.txt,Work Engagement and Job Crafting of Service Employees Influencing Customer Outcomes,10.1177/0256090915598584
5062.pdf,2012-01-01,5062,5062.txt,Awareness of the Light Field: The Case of Deformation,10.1068/i0504
5063.pdf,2008-07-01,5063,5063.txt,Socioeconomic Development and Shifts in Mate Preferences,10.1177/147470490800600309
5064.pdf,2016-08-07,5064,5064.txt,Pro-atherogenic mediators and subclinical atherogenesis are related to epicardial adipose tissue thickness in patients with cardiovascular risk,10.1177/0300060516655245
5065.pdf,2014-07-27,5065,5065.txt,"Combination therapy with aliskiren versus ramipril or losartan added to conventional therapy in patients with type 2 diabetes mellitus, uncontrolled hypertension and microalbuminuria",10.1177/1470320314530018
5066.pdf,2016-11-18,5066,5066.txt,Range of motion of diabetic frozen shoulder recovers to the contralateral level,10.1177/0300060516675112
5067.pdf,2017-01-01,5067,5067.txt,Persistent and selective upregulation of renin–angiotensin system in circulating T lymphocytes in unstable angina,10.1177/1470320317698849
5068.pdf,2014-08-20,5068,5068.txt,Efficacy and safety of combination therapy of high-dose losartan and hydrochlorothiazide in patients with hypertension,10.1177/1470320314529358
5069.pdf,2017-01-01,5069,5069.txt,The K-SF-42,10.1177/1474704916676276
5070.pdf,2012-11-06,5070,5070.txt,Analysis of Grey Matter in Thalamus and Basal Ganglia Based on EEG α3/α2 Frequency Ratio Reveals Specific Changes in Subjects with Mild Cognitive Impairment,10.1042/AN20120058
5071.pdf,2018-01-01,5071,5071.txt,The Lewis score or the capsule endoscopy Crohn’s disease activity index: which one is better for the assessment of small bowel inflammation in established Crohn’s disease?,10.1177/1756283X17747780
5072.pdf,2013-10-23,5072,5072.txt,Gatekeepers,10.1177/2158244013503830
5073.pdf,2015-12-01,5073,5073.txt,Big Data and historical social science,10.1177/2053951715612497
5074.pdf,2004-01-01,5074,5074.txt,Which Infidelity Type Makes You More Jealous? Decision Strategies in a Forced-Choice between Sexual and Emotional Infidelity,10.1177/147470490400200118
5075.pdf,2017-06-19,5075,5075.txt,Early vitrectomy for dense vitreous hemorrhage in adults with non-traumatic and non-diabetic retinopathy,10.1177/0300060517708942
5076.pdf,2018-01-01,5076,5076.txt,Thai AEC Engineer Readiness: A Confirmatory Factor Analysis,10.1177/2158244017745346
5077.pdf,2017-01-25,5077,5077.txt,Effects of genetic factors to inhaled corticosteroid response in children with asthma: a literature review,10.1177/0300060516683877
5078.pdf,2017-10-01,5078,5078.txt,The Associations Between Area Deprivation and Objectively Measured Older Adults’ Outdoor Walking Levels,10.1177/2158244017740172
5079.pdf,2011-04-28,5079,5079.txt,Designing for Explanation in Health Care Applications of Expert Systems,10.1177/2158244011408618
5080.pdf,2015-07-10,5080,5080.txt,Measures of Environmental Correlates of Physical Activity for Urban Chinese Preschool-Aged Children,10.1177/2158244015604690
5081.pdf,2013-09-05,5081,5081.txt,Understanding and Assessing the Work Motivations of Employed Women,10.1177/2158244013502987
5082.pdf,2016-03-09,5082,5082.txt,Risk factors for erectile dysfunction in patients with cardiovascular disease,10.1177/0300060515621637
5083.pdf,2016-10-03,5083,5083.txt,Houttuynia cordata Thunb Promotes Activation of HIF-1A–FOXO3 and MEF2A Pathways to Induce Apoptosis in Human HepG2 Hepatocellular Carcinoma Cells,10.1177/1534735416670987
5084.pdf,2017-04-24,5084,5084.txt,Visual Geolocations. Repurposing online data to design alternative views,10.1177/2053951717702409
5085.pdf,2012-12-20,5085,5085.txt,“Asia's Missing Women” as a Problem in Applied Evolutionary Psychology?,10.1177/147470491201000512
5086.pdf,2018-08-02,5086,5086.txt,"Under the bridge in Tehran: Addiction, Poverty and Capital",10.1177/1466138118787534
5087.pdf,2014-04-29,5087,5087.txt,The effect of health education in patients with chronic low back pain,10.1177/0300060514527059
5088.pdf,2015-10-28,5088,5088.txt,“Why Nations Fail” to Develop,10.1177/2158244015611714
5089.pdf,2016-07-31,5089,5089.txt,‘Power’ is that which remains to be explained: Dispelling the ominous dark matter of critical planning studies,10.1177/1473095215622502
5090.pdf,2011-01-26,5090,5090.txt,Randomized trials of alcohol-use interventions with college students and their parents: lessons from the Transitions Project,10.1177/1740774510396387
5091.pdf,2015-06-10,5091,5091.txt,Networks of digital humanities scholars: The informational and social uses and gratifications of Twitter,10.1177/2053951715589417
5092.pdf,2014-12-02,5092,5092.txt,Nursing Professional Organizations,10.1177/2158244014560534
5093.pdf,2017-04-01,5093,5093.txt,"Investigating Workplace Bullying in India: Psychometric Properties, Validity, and Cutoff Scores of Negative Acts Questionnaire–Revised",10.1177/2158244017715674
5094.pdf,2016-12-02,5094,5094.txt,Effects of exendin-4 on the intrarenal renin-angiotensin system and interstitial fibrosis in unilateral ureteral obstruction mice: Exendin-4 and unilateral ureteral obstruction,10.1177/1470320316677918
5095.pdf,2017-07-01,5095,5095.txt,Disease factors associated with spousal influence on diabetic diet: An exploratory comparison of Vietnamese American and White older adults,10.1177/2055102917738658
5096.pdf,2007-01-01,5096,5096.txt,Where Evolutionary Psychology Meets Cognitive Neuroscience: A Précis to Evolutionary Cognitive Neuroscience,10.1177/147470490700500114
5097.pdf,2017-01-01,5097,5097.txt,A Perception-Based Model of Complementary Afterimages,10.1177/2158244016682478
5098.pdf,2016-07-08,5098,5098.txt,Offspring Protection,10.1177/1474704916662285
5099.pdf,2017-04-01,5099,5099.txt,Correlates of Intimate Partner Violence in Ghana,10.1177/2158244017709861
5100.pdf,2015-12-07,5100,5100.txt,The Dark Side of the Affective Profiles,10.1177/2158244015615167
5101.pdf,2017-07-01,5101,5101.txt,Attitude Toward Reading: L1 or L2 or Both,10.1177/2158244017717303
5102.pdf,2017-10-10,5102,5102.txt,"Coffee people in Tehran, Glasgow and Amsterdam",10.1177/1469540517736557
5103.pdf,2017-05-30,5103,5103.txt,Efficacy of direct hemoperfusion using polymyxin B-immobilized fiber column (PMX-DHP) in rapidly progressive interstitial pneumonias: results of a historical control study and a review of previous studies,10.1177/1753465817708950
5104.pdf,2015-04-27,5104,5104.txt,Audiogenic reflex seizures in cats,10.1177/1098612X15582080
5105.pdf,2013-11-11,5105,5105.txt,Caspase Cleavage of GFAP Produces an Assembly-Compromised Proteolytic Fragment that Promotes Filament Aggregation,10.1042/AN20130032
5106.pdf,2003-01-01,5106,5106.txt,Meeting One's Twin: Perceived Social Closeness and Familiarity,10.1177/147470490300100105
5107.pdf,2014-09-19,5107,5107.txt,Results of 10-year follow-up of the iliac donor site of graft patients,10.1177/0300060514550351
5108.pdf,2014-02-04,5108,5108.txt,Effects of renal sympathetic denervation using saline-irrigated radiofrequency ablation catheter on the activity of the renin-angiotensin system and endothelin-1,10.1177/1470320313506480
5109.pdf,2018-01-01,5109,5109.txt,Predictors of Nursing Facility Entry by Medicaid-Only Older Adults and Persons With Disabilities in California,10.1177/0046958018768316
5110.pdf,2018-01-01,5110,5110.txt,Implementation of Text-Messaging and Social Media Strategies in a Multilevel Childhood Obesity Prevention Intervention: Process Evaluation Results,10.1177/0046958018779189
5111.pdf,2015-09-01,5111,5111.txt,Height and Body Mass on the Mating Market,10.1177/1474704915604563
5112.pdf,2017-01-12,5112,5112.txt,"Medication literacy status of outpatients in ambulatory care settings in Changsha, China",10.1177/0300060516676726
5113.pdf,2010-08-25,5113,5113.txt,Increased Plp1 Gene Expression Leads to Massive Microglial Cell Activation and Inflammation Throughout the Brain,10.1042/AN20100016
5114.pdf,2017-06-12,5114,5114.txt,Over-expansion of drug-eluting stents in patients with left main coronary artery disease: An in vivo study,10.1177/0300060517708515
5115.pdf,2013-11-01,5115,5115.txt,Understanding Residential Polarization in a Globalizing City,10.1177/2158244013514061
5116.pdf,2013-01-01,5116,5116.txt,Female Attraction to Appetitive-Aggressive Men is Modulated by Women's Menstrual Cycle and Men's Vulnerability to Traumatic Stress,10.1177/147470491301100122
5117.pdf,2012-12-20,5117,5117.txt,The Dating Mind: Evolutionary Psychology and the Emerging Science of Human Courtship,10.1177/147470491201000511
5118.pdf,2017-05-07,5118,5118.txt,"The “Spinner” Illusion: More Dots, More Speed?",10.1177/2041669517707972
5119.pdf,2016-01-12,5119,5119.txt,How people come to recognise a problem and seek medical help for a person showing early signs of dementia: A systematic review and meta-ethnography,10.1177/1471301215626889
5120.pdf,2014-06-04,5120,5120.txt,Irradiation enhances expression of cxcr4 in murine glioma cells via HIF-1α-independent pathway,10.1177/0300060514533522
5121.pdf,2005-01-01,5121,5121.txt,Common Ground for Spatial Cognition? A Behavioral and fMRI Study of Sex Differences in Mental Rotation and Spatial Working Memory,10.1177/147470490500300116
5122.pdf,2016-07-28,5122,5122.txt,Hemodynamic correlates of transient cognitive impairment after transient ischemic attack and minor stroke: A transcranial Doppler study,10.1177/1747493016661565
5123.pdf,2007-07-01,5123,5123.txt,Sex Differences in Implicit Association and Attentional Demands for Information about Infidelity,10.1177/147470490700500307
5124.pdf,2012-04-17,5124,5124.txt,A Case Study of the Common Difficulties Experienced by High School Students in Chemistry Classroom in Gilgit-Baltistan (Pakistan),10.1177/2158244012447299
5125.pdf,2016-10-19,5125,5125.txt,Inhibitory effects of telmisartan on culture and proliferation of and Kv1.3 potassium channel expression in peripheral blood CD4+ T lymphocytes from Xinjiang Kazakh patients with hypertension,10.1177/1470320316674876
5126.pdf,2015-08-05,5126,5126.txt,The psychometric properties of the WHOQOL-BREF in Japanese couples,10.1177/2055102915598089
5127.pdf,2016-07-11,5127,5127.txt,Incidence and age and gender profiles of hyperplasia in individual cervical vertebrae,10.1177/0300060516645038
5128.pdf,2014-09-10,5128,5128.txt,MAL Overexpression Leads to Disturbed Expression of Genes That Influence Cytoskeletal Organization and Differentiation of Schwann Cells,10.1177/1759091414548916
5129.pdf,2015-07-07,5129,5129.txt,Improving the psychological evaluation of exercise referral: Psychometric properties of the Exercise Referral Quality of Life Scale,10.1177/2055102915590317
5130.pdf,2016-07-22,5130,5130.txt,Who wrote the rules for the Trans-Pacific Partnership?,10.1177/2053168016658919
5131.pdf,2016-07-10,5131,5131.txt,Is LinkedIn making you more successful? The informational benefits derived from public social media,10.1177/1461444815604143
5132.pdf,2009-04-01,5132,5132.txt,On the Real Magnitude of Psychological Sex Differences,10.1177/147470490900700209
5133.pdf,2016-01-05,5133,5133.txt,"Datatrust: Or, the political quest for numerical evidence and the epistemologies of Big Data",10.1177/2053951716649398
5134.pdf,2017-04-01,5134,5134.txt,"Patterned Fluidity of Chinese Ethnic Identity: Networks, Time, and Place",10.1177/2158244017710289
5135.pdf,2012-12-20,5135,5135.txt,"Evolutionary Psychology in the Modern World: Applications, Perspectives, and Strategies",10.1177/147470491201000501
5136.pdf,2015-09-07,5136,5136.txt,"Explaining the Growth in US Health Care Spending Using State-Level Variation in Income, Insurance, and Provider Market Dynamics",10.1177/0046958015618971
5137.pdf,2018-02-23,5137,5137.txt,Understanding responsibilization in healthcare: Differentiations in Reformation theology,10.1177/0040571X17740525
5138.pdf,2012-02-14,5138,5138.txt,Media coverage and public understanding of sentencing policy in relation to           crimes against children,10.1177/1748895811432956
5139.pdf,2013-09-17,5139,5139.txt,Patients’ Perception of Patient–Provider Communication in Fertility Preservation Decision Making Among Young Women With Cancer,10.1177/2158244013505293
5140.pdf,2016-11-10,5140,5140.txt,The Slopes Remain the Same: Reply to Wolfe (2016),10.1177/2041669516673383
5141.pdf,2017-11-01,5141,5141.txt,What is data justice? The case for connecting digital rights and freedoms globally,10.1177/2053951717736335
5142.pdf,2016-01-16,5142,5142.txt,Chest Pain Patients at Veterans Hospitals Are Increasingly More Likely to Be Observed Than Admitted for Short Stays,10.1177/0046958016666752
5143.pdf,2006-01-01,5143,5143.txt,An Evolutionary Interpretation of Gift-Giving Behavior in Modern Norwegian Society,10.1177/147470490600400132
5144.pdf,2017-04-24,5144,5144.txt,Navigating contextual constraints in discourse: Design explications in institutional talk,10.1177/1461445617701811
5145.pdf,2013-04-14,5145,5145.txt,Balancing Trust and Anxiety in a Culture of Fear,10.1177/2158244013484733
5146.pdf,2014-11-11,5146,5146.txt,Future-Proofing Nursing Education,10.1177/2158244014556633
5147.pdf,2017-04-01,5147,5147.txt,Psychophysiological Responses to Kawaii Pictures With or Without Baby Schema,10.1177/2158244017709321
5148.pdf,2012-11-23,5148,5148.txt,A systematic review and meta-analysis of the association between angiotensin II type 1 receptor A1166C gene polymorphism and myocardial infarction susceptibility,10.1177/1470320312466927
5149.pdf,2015-08-03,5149,5149.txt,Nrf2 and HSF-1 Pathway Activation via Hydroquinone-Based Proelectrophilic Small Molecules Is Regulated by Electrochemical Oxidation Potential,10.1177/1759091415593294
5150.pdf,2015-04-20,5150,5150.txt,Iranian EFL Learners’ and Teachers’ Beliefs About the Usefulness of Vocabulary Learning Strategies,10.1177/2158244015581382
5151.pdf,2013-01-01,5151,5151.txt,SFS? Not likely,10.1068/i0600sas
5152.pdf,2017-10-01,5152,5152.txt,Profitability of Candlestick Charting Patterns in the Stock Exchange of Thailand,10.1177/2158244017736799
5153.pdf,2014-03-27,5153,5153.txt,Transcriptional Regulation Induced by cAMP Elevation in Mouse Schwann Cells,10.1042/AN20130031
5154.pdf,2012-01-01,5154,5154.txt,Aesthetic Valence of Visual Illusions,10.1068/i0455aap
5155.pdf,2017-07-01,5155,5155.txt,The Green Manufacturer’s Compliance With Green Criteria Throughout the Life Cycle of Building Material,10.1177/2158244017725446
5156.pdf,2017-07-01,5156,5156.txt,Detection of Feigning Psychosis With Multiscale Personality Inventories: A Simulation Design Pilot Study in Taiwan,10.1177/2158244017734023
5157.pdf,2006-01-01,5157,5157.txt,Sex Differences in Jealousy in Response to Actual Infidelity,10.1177/147470490600400137
5158.pdf,2016-11-18,5158,5158.txt,SERPINE1 -844 and -675 polymorphisms and chronic obstructive pulmonary disease in a Chinese Han population,10.1177/0300060516664270
5159.pdf,2018-09-13,5159,5159.txt,Clinical prediction of thrombectomy eligibility: A systematic review and 4-item decision tree,10.1177/1747493018801225
5160.pdf,2015-06-19,5160,5160.txt,Rasch Measurement Analysis of a 25-Item Version of the Mueller/McCloskey Nurse Job Satisfaction Scale in a Sample of Nurses in Lebanon and Qatar,10.1177/2158244015592167
5161.pdf,2016-02-15,5161,5161.txt,Epidermal growth factor and prostaglandin E2 levels in Helicobacter pylori-positive gastric intraepithelial neoplasia,10.1177/0300060515611535
5162.pdf,2015-08-24,5162,5162.txt,Obstacles to Testing Molyneux’s Question Empirically,10.1177/2041669515599330
5163.pdf,2010-07-01,5163,5163.txt,Altruism between Romantic Partners: Biological Offspring as a Genetic Bridge between Altruist and Recipient,10.1177/147470491000800312
5164.pdf,2013-01-01,5164,5164.txt,Diabetic foot disease and oedema,10.1177/1474651412472213
5165.pdf,2015-05-10,5165,5165.txt,‘In it together’? The political consequences of perceived discommunions of interest in British politics,10.1177/2053168015587567
5166.pdf,2015-03-20,5166,5166.txt,Cycle of Bad Governance and Corruption,10.1177/2158244015576053
5167.pdf,2013-02-14,5167,5167.txt,"The angiotensin-converting enzyme insertion/deletion polymorphism and susceptibility to rheumatoid arthritis, vitiligo and psoriasis: A meta-analysis",10.1177/1470320313478285
5168.pdf,2017-07-01,5168,5168.txt,An ethical perspective for researchers using travel blog analysis as a method           of data collection,10.1177/2059799117748136
5169.pdf,2017-07-01,5169,5169.txt,The third tier in treatment: Attending to the growing connection between gut health and emotional well-being,10.1177/2055102917724335
5170.pdf,2014-01-01,5170,5170.txt,The Utilisation of Environmental Knowledge in Land-Use Planning: Drawing Lessons for an Ecosystem Services Approach,10.1068/c12289j
5171.pdf,2018-06-01,5171,5171.txt,Judicial cooperation in environmental matters,10.1177/1461452918767791
5172.pdf,2017-03-06,5172,5172.txt,Markers of disease and steroid responsiveness in paediatric idiopathic nephrotic syndrome: Whole-transcriptome sequencing of peripheral blood mononuclear cells,10.1177/0300060516652762
5173.pdf,2015-02-11,5173,5173.txt,Love in Connectedness,10.1177/2158244015571186
5174.pdf,2016-09-14,5174,5174.txt,"A Mindfulness-Based Lifestyle Intervention for Obese, Inactive Endometrial Cancer Survivors: A Feasibility Study",10.1177/1534735416668257
5175.pdf,2017-06-19,5175,5175.txt,"Long-term follow-up of a hospital-based, multi-intervention programme in type 2 diabetes mellitus: impact on cardiovascular events and death",10.1177/0300060517707674
5176.pdf,2014-07-01,5176,5176.txt,Data and life on the street,10.1177/2053951714539278
5177.pdf,2016-10-19,5177,5177.txt,The Illusion of Moral Superiority,10.1177/1948550616673878
5178.pdf,2017-01-01,5178,5178.txt,Personality traits neuroticism and openness as well as early abnormal eye conditions as predictors of the occurrence of eye problems in adulthood,10.1177/2055102917716205
5179.pdf,2018-04-25,5179,5179.txt,‘Words that work?’ Practices of constructive journalism in a local Caribbean context,10.1177/1464884918770555
5180.pdf,2018-01-08,5180,5180.txt,Kitaoka’s Tomato: Two Simple Explanations Based on Information in the Stimulus,10.1177/2041669517749601
5181.pdf,2018-04-01,5181,5181.txt,Does Colour Filling-In Account for Colour Perception in Natural Images?,10.1177/2041669518768829
5182.pdf,2013-04-14,5182,5182.txt,Scaling Irrational Beliefs in the General Attitude and Belief Scale,10.1177/2158244013484156
5183.pdf,2014-11-06,5183,5183.txt,The impact of the peritoneal glucose load index on hydration status and inflammation in peritoneal dialysis patients,10.1177/0300060514550013
5184.pdf,2014-08-20,5184,5184.txt,The effect of renin–angiotensin system blockade on renal protection in chronic kidney disease patients with hyperkalemia,10.1177/1470320313507122
5185.pdf,2015-07-10,5185,5185.txt,Scared Sick,10.1177/2158244015602516
5186.pdf,2017-10-01,5186,5186.txt,Climate Change Scepticism: Reconsidering How to Respond to Core Criticisms of Climate Science and Policy,10.1177/2158244017748983
5187.pdf,2016-10-01,5187,5187.txt,Understanding Comprehensive Learning Requirements in the Light of al-Zarnūjī’s Ta‘līm al-Muta‘allim,10.1177/2158244016670197
5188.pdf,2015-06-12,5188,5188.txt,Applying Resilience Promotion Training Among Special Forces Police Officers,10.1177/2158244015590446
5189.pdf,2013-04-15,5189,5189.txt,Lost in Translation? On Mind and Matter in Management Research,10.1177/2158244013481358
5190.pdf,2012-04-17,5190,5190.txt,Comovement Between Self-Employment and Macroeconomic Variables,10.1177/2158244012448665
5191.pdf,2017-07-31,5191,5191.txt,Efficacy of parecoxib sodium on postoperative shivering: meta-analysis of clinical trials,10.1177/0300060517717359
5192.pdf,2015-03-20,5192,5192.txt,Bias Within,10.1177/2158244015576547
5193.pdf,2017-01-12,5193,5193.txt,Genotyping Leishmania promastigotes isolated from patients with cutaneous leishmaniasis in south-eastern Turkey,10.1177/0300060516677155
5194.pdf,2017-01-01,5194,5194.txt,Crimmigration checks in the internal border areas of the EU: Finding the discretion that matters,10.1177/1477370816640139
5195.pdf,2017-07-25,5195,5195.txt,Alibis for Adult Play,10.1177/1555412017721086
5196.pdf,2017-01-01,5196,5196.txt,Office Setting as Organizational Structure in “Bartleby the Scrivener”,10.1177/2158244017690430
5197.pdf,2017-06-13,5197,5197.txt,The Romanian “Latchkey Generation” writes back: Memory genres of post-communism on Facebook,10.1177/1750698017709869
5198.pdf,2018-08-13,5198,5198.txt,Disseminating information or advocating peace? Journalists’ role perceptions in the face of conflict,10.1177/1464884918791788
5199.pdf,2012-04-03,5199,5199.txt,Di-(2-Ethylhexyl) Phthalate and Autism Spectrum Disorders,10.1042/AN20120015
5200.pdf,2016-11-15,5200,5200.txt,Contrast between Spain and the Netherlands in the hidden obstacles to re-entry into the labour market due to a criminal record,10.1177/1477370816675375
5201.pdf,2014-01-07,5201,5201.txt,Qualitative Content Analysis,10.1177/2158244014522633
5202.pdf,2016-09-29,5202,5202.txt,Incidence of insulin resistance and diabetes in patients with portosystemic shunts without liver dysfunction,10.1177/0300060516659392
5203.pdf,2015-07-21,5203,5203.txt,Protein microarray with horseradish peroxidase chemiluminescence for quantification of serum α-fetoprotein,10.1177/0300060515583075
5204.pdf,2010-07-01,5204,5204.txt,The Roman State and Genetic Pacification,10.1177/147470491000800306
5205.pdf,2014-01-07,5205,5205.txt,Learning Transfer in English for General Academic Purposes Writing,10.1177/2158244013518925
5206.pdf,2016-03-07,5206,5206.txt,"Personality, negative social exchanges, and physical health among bereaved adults",10.1177/2055102916637877
5207.pdf,2013-01-01,5207,5207.txt,"Self-Perceived Attractiveness, Romantic Desirability and Self-Esteem: A Mating Sociometer Perspective",10.1177/147470491301100107
5208.pdf,2015-06-15,5208,5208.txt,Development of a Japanese Version of the Early Childhood Behavior Questionnaire (ECBQ) Using Cross-Sectional and Longitudinal Data,10.1177/2158244015590443
5209.pdf,2017-01-11,5209,5209.txt,Energy extraction from ocean currents using straight bladed cross-flow hydrokinetic turbine,10.1177/1759313116673081
5210.pdf,2017-04-01,5210,5210.txt,A Research-Based Evidence of the Effect of Graphic Organizers on the Understanding of Prose Fiction in ESL Classroom,10.1177/2158244017709506
5211.pdf,2013-07-18,5211,5211.txt,Digit Ratio (2D:4D) and Male Facial Attractiveness: New Data and a Meta-Analysis,10.1177/147470491301100501
5212.pdf,2014-04-29,5212,5212.txt,Energy Inequality and Instrumental Violence,10.1177/2158244014530730
5213.pdf,2017-07-31,5213,5213.txt,Can People Judge the Veracity of Their Intuitions?,10.1177/1948550617706732
5214.pdf,2014-01-01,5214,5214.txt,Judgments of Dominance from the Face Track Physical Strength,10.1177/147470491401200101
5215.pdf,2013-09-17,5215,5215.txt,Emergency Preparedness for Disasters and Crises in the Hotel Industry,10.1177/2158244013505604
5216.pdf,2017-01-01,5216,5216.txt,"From an Obscured Gaze to a Seeing Eye? Iris as Victim, Villain, and Avenger in the Role of Writer-as-Assassin in Margaret Atwood’s The Blind Assassin",10.1177/2158244016688933
5217.pdf,2015-07-10,5217,5217.txt,Emotional Profile and Intellectual Functioning,10.1177/2158244015589995
5218.pdf,2014-08-07,5218,5218.txt,Does the Sustainability of Comprehensive Intervention Programs Depend on Parent Involvement?,10.1177/2158244014545473
5219.pdf,2015-07-03,5219,5219.txt,"Ties that bind: revisiting context, identity, and attitudes",10.1177/2053168015589334
5220.pdf,2016-01-05,5220,5220.txt,Aging and the Socioeconomic Life of Older Adults in India,10.1177/2158244015624130
5221.pdf,2015-02-12,5221,5221.txt,Changing Pedagogy,10.1177/2158244015572283
5222.pdf,2016-04-14,5222,5222.txt,Perk Ablation Ameliorates Myelination in S63del-Charcot–Marie–Tooth 1B Neuropathy,10.1177/1759091416642351
5223.pdf,2014-07-11,5223,5223.txt,Aberrant promoter methylation of the cadherin 13 gene in serum and its relationship with clinicopathological features of prostate cancer,10.1177/0300060514540631
5224.pdf,2017-11-09,5224,5224.txt,Algorithms as culture: Some tactics for the ethnography of algorithmic systems,10.1177/2053951717738104
5225.pdf,2014-03-27,5225,5225.txt,Cell-Type-Specific Jumonji Histone Demethylase Gene Expression in the Healthy Rat CNS: Detection by a Novel Flow Cytometry Method,10.1042/AN20130050
5226.pdf,2017-12-01,5226,5226.txt,Challenges in administrative data linkage for research,10.1177/2053951717745678
5227.pdf,2014-04-29,5227,5227.txt,Parental Social Status and Intrasexual Competitiveness among Adolescents,10.1177/147470491401200511
5228.pdf,2016-12-01,5228,5228.txt,"Data that warms: Waste heat, infrastructural convergence and the computation traffic commodity",10.1177/2053951716684144
5229.pdf,2015-06-04,5229,5229.txt,Don’t Leave U.S. Behind,10.1177/2158244015581553
5230.pdf,2010-07-01,5230,5230.txt,Parent-Offspring Conflict over Mating: The Case of Mating Age,10.1177/147470491000800305
5231.pdf,2015-07-10,5231,5231.txt,Student Teachers’ Self-Appraised Problem-Solving Ability and Willingness to Engage in Troubleshooting Activities,10.1177/2158244015595257
5232.pdf,2012-01-01,5232,5232.txt,Teacher’s Perceptions of Technology Use in the Schools,10.1177/2158244012440813
5233.pdf,2017-07-25,5233,5233.txt,Toward human-centered algorithm design,10.1177/2053951717718854
5234.pdf,2014-01-07,5234,5234.txt,How Exactly Do I “Let Go”? The Potential of Using ACT to Overcome the Relaxation Paradox,10.1177/2158244014526722
5235.pdf,2014-06-11,5235,5235.txt,Prenominal and Postnominal Adjectives in Arabic,10.1177/2158244014537650
5236.pdf,2015-05-22,5236,5236.txt,Girls and Young Women Living in the Slums of Kampala,10.1177/2158244015580853
5237.pdf,2015-07-10,5237,5237.txt,Are Pakistan’s Rice Markets Integrated Domestically and With the International Markets?,10.1177/2158244015596791
5238.pdf,2014-07-01,5238,5238.txt,Deceiving Yourself to Better Deceive High-Status Compared to Equal-Status Others,10.1177/147470491401200310
5239.pdf,2015-03-30,5239,5239.txt,Prostaglandin E2 EP2 Receptor Deletion Attenuates Intracerebral Hemorrhage-Induced Brain Injury and Improves Functional Recovery,10.1177/1759091415578713
5240.pdf,2014-04-29,5240,5240.txt,Life History Strategy and Young Adult Substance Use,10.1177/147470491401200506
5241.pdf,2015-03-30,5241,5241.txt,Associations between ADRB1 and CYP2D6 gene polymorphisms and the response to β-blocker therapy in hypertension,10.1177/0300060514563151
5242.pdf,2014-05-30,5242,5242.txt,Perceived Parental Upbringing and the Materialism of Young Adults,10.1177/2158244014537499
5243.pdf,2015-08-24,5243,5243.txt,The Taste of Typeface,10.1177/2041669515593040
5244.pdf,2014-10-13,5244,5244.txt,The Concept of “Metaemotion”: What is There to Learn From Research on Metacognition?,10.1177/1754073914552913
